name,games,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,id
Jerry Sloan,755,13.2,0.477,,0.336,6.2,14.7,10.4,10.5,3.0,0.3,,,12.2,37.3,49.5,0.092,-1.1,1.7,0.7,4.1,1874
Marcus Smart,635,12.4,0.516,0.53,0.264,2.9,9.7,6.3,21.7,2.6,1.1,15.5,17.9,9.4,24.8,34.2,0.088,-1.5,1.1,-0.4,7.7,1875
Belus Smawley,261,3.1,0.413,,0.304,,,,,,,,,17.9,5.0,22.9,-0.195,,,,,1876
Adrian Smith,772,12.2,0.506,0.001,0.388,1.8,4.1,3.3,11.8,,,12.4,14.4,25.3,7.9,33.2,0.084,,,,,1877
Al Smith,337,11.2,0.489,0.131,0.363,2.8,6.8,4.8,27.1,1.6,0.2,21.6,18.7,2.1,9.0,11.1,0.059,-1.6,-1.0,-2.5,-0.6,1878
Bingo Smith,865,14.1,0.479,0.008,0.154,4.4,10.9,7.9,11.8,1.3,0.6,8.1,21.6,16.6,16.7,33.3,0.071,-0.3,-0.8,-1.1,3.5,1879
Charles Smith,564,15.7,0.541,0.015,0.431,8.2,13.9,11.1,7.7,1.4,3.1,12.1,22.2,17.8,23.1,40.9,0.12,-0.7,0.6,-0.1,8.1,1880
Charles Smith,73,11.9,0.499,0.067,0.553,2.8,11.2,7.2,24.9,3.1,0.3,19.1,16.6,0.2,0.7,0.9,0.076,-3.5,1.3,-2.2,0.0,1881
Charles Smith,142,11.5,0.472,0.344,0.143,3.4,8.3,5.9,10.9,2.4,2.5,12.6,20.6,-0.6,2.1,1.5,0.036,-1.7,0.6,-1.1,0.4,1882
Clinton Smith,46,11.0,0.48,0.017,0.347,7.9,9.2,8.5,16.9,1.7,0.1,16.2,17.4,0.1,0.2,0.3,0.035,-1.5,-0.9,-2.4,0.0,1883
Craig Smith,403,16.2,0.585,0.012,0.436,9.3,17.8,13.5,8.2,1.4,1.0,13.6,20.2,10.7,5.3,16.0,0.113,-0.7,-0.5,-1.2,1.4,1884
Dennis Smith Jr.,326,12.3,0.479,0.301,0.218,3.0,11.1,6.9,27.9,2.4,1.3,16.1,22.6,-4.9,7.2,2.3,0.015,-2.3,0.2,-2.1,-0.2,1885
Derek Smith,408,15.1,0.553,0.038,0.367,5.4,9.2,7.3,13.0,1.3,1.0,12.9,22.5,13.6,4.7,18.3,0.089,0.1,-0.8,-0.7,3.2,1886
Doug Smith,296,11.7,0.457,0.015,0.169,6.9,16.7,11.5,11.2,1.9,1.7,12.0,21.1,-1.8,4.8,3.0,0.024,-3.5,-0.1,-3.6,-2.4,1887
Elmore Smith,562,16.2,0.503,,0.316,8.0,23.7,16.3,6.4,1.2,5.0,14.4,21.6,12.7,22.0,34.7,0.093,-0.4,1.6,1.2,9.4,1888
Greg Smith,524,12.2,0.508,,0.268,6.9,13.5,10.8,9.9,2.0,0.5,,,10.0,12.3,22.2,0.087,-2.6,-0.3,-2.9,-0.3,1889
Greg Smith,149,13.8,0.623,0.003,0.485,10.3,19.8,15.1,3.4,0.9,2.5,12.0,13.0,3.6,1.8,5.5,0.143,-1.7,0.0,-1.6,0.2,1890
Ish Smith,805,12.8,0.473,0.165,0.13,1.9,11.9,6.8,30.3,1.7,1.1,14.1,19.8,1.4,12.3,13.7,0.042,-1.5,-0.3,-1.8,0.8,1891
J.R. Smith,977,13.9,0.536,0.495,0.19,2.2,11.3,6.7,13.1,1.9,0.6,10.4,21.7,24.3,22.0,46.3,0.084,0.5,-0.3,0.2,14.7,1892
Jabari Smith,108,9.7,0.466,0.026,0.373,5.4,14.2,9.8,10.2,1.9,1.9,13.3,17.6,-0.2,1.5,1.3,0.058,-4.8,0.5,-4.3,-0.6,1893
Jalen Smith,271,17.9,0.601,0.407,0.257,11.1,24.8,18.0,7.2,0.8,3.7,9.6,20.3,7.4,4.6,12.0,0.132,0.8,-1.0,-0.2,2.0,1894
Jason Smith,616,12.9,0.515,0.075,0.209,7.6,16.6,12.0,7.4,1.1,3.4,12.1,19.0,4.9,9.2,14.1,0.067,-2.6,-0.4,-2.9,-2.4,1895
Joe Smith,1030,15.4,0.513,0.013,0.336,10.3,17.7,14.0,6.3,1.2,2.4,10.6,20.2,34.2,26.1,60.3,0.107,-0.8,-0.8,-1.5,3.0,1896
Josh Smith,894,17.4,0.504,0.14,0.333,6.8,20.0,13.3,16.5,2.0,4.5,14.6,23.7,8.7,42.3,51.0,0.084,0.2,1.5,1.7,27.2,1897
Kenny Smith,737,14.9,0.57,0.226,0.276,1.4,5.8,3.6,27.3,1.7,0.2,16.7,19.0,32.8,14.0,46.8,0.101,0.9,-0.9,0.0,11.2,1898
Larry Smith,883,12.6,0.541,0.001,0.344,15.8,23.0,19.3,5.2,1.4,1.1,19.0,11.7,20.6,25.4,46.0,0.096,-0.9,-0.7,-1.6,2.4,1899
Michael Smith,141,14.0,0.518,0.097,0.195,6.5,11.5,9.0,16.0,0.8,0.2,13.9,25.0,0.6,0.8,1.4,0.049,-1.0,-2.5,-3.6,-0.5,1900
Michael Smith,449,13.9,0.552,0.004,0.669,12.3,23.0,17.6,9.6,1.8,1.7,18.7,11.9,11.4,12.0,23.4,0.107,-0.6,0.5,-0.1,5.1,1901
Otis Smith,375,15.7,0.512,0.055,0.32,8.2,11.4,9.8,13.3,2.3,1.4,12.6,22.7,6.1,6.1,12.3,0.076,0.3,-0.2,0.2,4.2,1902
Phil Smith,659,15.8,0.523,0.009,0.288,3.2,7.6,5.4,19.0,1.8,0.5,14.4,22.4,26.2,14.9,41.1,0.103,0.6,-0.6,0.1,9.9,1903
Randy Smith,976,16.5,0.513,0.008,0.261,3.4,7.7,5.9,20.8,2.4,0.1,13.1,23.6,41.4,18.6,60.1,0.092,0.7,-0.4,0.4,16.0,1904
Robert Smith,229,11.0,0.514,0.044,0.347,2.4,7.2,4.8,17.0,1.7,0.4,14.9,16.2,2.9,2.7,5.6,0.086,-2.0,0.2,-1.9,0.1,1905
Steve Smith,942,16.1,0.556,0.306,0.346,4.5,7.8,6.2,17.1,1.3,0.7,12.4,21.7,61.2,22.5,83.7,0.139,2.0,-0.6,1.4,24.6,1906
Tony Smith,457,11.4,0.484,0.166,0.215,5.0,6.4,5.7,18.2,2.2,0.7,14.6,18.2,1.8,4.9,6.7,0.044,-1.7,-0.3,-2.0,0.0,1907
Rik Smits,867,17.9,0.548,0.002,0.28,8.0,18.2,13.3,9.3,0.8,3.2,11.8,25.7,30.1,26.5,56.6,0.118,0.0,-0.2,-0.2,10.4,1908
Mike Smrek,194,7.4,0.475,0.004,0.438,8.6,16.3,12.4,3.3,0.9,4.6,19.1,15.4,-1.4,2.1,0.7,0.018,-6.4,0.3,-6.1,-1.9,1909
Tony Snell,601,8.9,0.567,0.597,0.105,1.5,10.0,5.8,7.3,1.0,0.9,9.2,12.1,9.8,8.8,18.5,0.068,-1.7,-0.4,-2.0,-0.1,1910
Eric Snow,846,12.2,0.492,0.052,0.375,2.1,8.7,5.4,29.0,2.2,0.3,19.1,14.3,18.0,25.4,43.4,0.09,-1.7,0.8,-1.0,5.9,1911
Dick Snyder,964,14.1,0.531,,0.239,2.3,7.4,4.7,15.4,1.3,0.8,14.6,18.9,43.7,14.6,58.3,0.109,0.1,-0.1,0.1,5.4,1912
Ricky Sobers,821,13.9,0.522,0.048,0.291,3.2,6.9,5.0,22.7,2.2,0.4,18.3,22.9,11.9,20.1,32.0,0.067,-0.9,-0.4,-1.3,4.1,1913
Will Solomon,115,10.5,0.469,0.431,0.186,1.7,7.8,4.8,23.3,2.0,0.5,15.7,21.3,-0.8,0.8,0.0,0.0,-2.2,-1.1,-3.3,-0.5,1914
Darius Songaila,495,13.3,0.538,0.007,0.21,6.8,14.3,10.5,10.3,1.8,0.9,13.3,17.9,8.6,7.3,15.9,0.083,-1.9,-0.2,-2.1,-0.2,1915
Jim Spanarkel,259,16.0,0.567,0.027,0.524,6.2,7.7,6.9,15.7,2.3,0.4,15.3,20.3,9.4,2.9,12.3,0.112,0.9,-0.2,0.7,3.7,1916
Rory Sparrow,836,12.0,0.502,0.056,0.166,2.2,6.8,4.4,27.1,1.8,0.3,16.9,16.8,10.3,18.0,28.3,0.06,-1.1,-0.3,-1.5,3.0,1917
Odie Spears,479,13.8,0.438,,0.382,,,,,,,,,13.6,14.3,27.8,0.113,,,,,1918
Marreese Speights,705,16.7,0.527,0.137,0.264,10.2,20.5,15.3,7.2,0.9,2.6,10.4,24.8,12.2,13.5,25.8,0.116,-1.2,-1.1,-2.2,-0.6,1919
Elmore Spencer,157,9.9,0.534,0.004,0.332,5.2,17.6,11.4,6.1,1.0,4.0,22.4,17.6,-2.5,2.5,0.0,0.001,-4.8,0.2,-4.6,-1.7,1920
Felton Spencer,640,10.8,0.539,0.0,0.596,12.3,20.3,16.3,2.5,1.0,3.0,17.6,13.6,7.4,13.5,20.9,0.081,-3.8,-0.5,-4.3,-7.0,1921
Tiago Splitter,355,17.9,0.598,0.007,0.496,10.0,19.5,14.9,9.5,1.5,2.2,14.0,18.3,14.4,10.9,25.3,0.178,0.1,1.0,1.1,5.4,1922
Latrell Sprewell,913,15.1,0.516,0.229,0.301,2.5,9.5,6.1,17.6,1.9,0.8,13.1,23.8,28.4,27.9,56.3,0.077,0.7,-0.4,0.4,21.0,1923
Larry Spriggs,169,11.3,0.566,0.009,0.385,7.0,12.4,9.9,12.0,1.7,0.7,21.3,17.9,1.0,2.3,3.4,0.074,-2.3,-0.1,-2.5,-0.2,1924
Jerry Stackhouse,970,16.5,0.524,0.243,0.429,3.5,8.2,5.8,19.4,1.5,1.1,14.4,27.3,32.5,19.9,52.4,0.083,1.6,-1.3,0.3,17.4,1925
Kevin Stacom,347,10.6,0.449,0.001,0.171,4.2,7.1,5.7,16.0,1.1,0.2,14.7,21.8,-0.2,3.3,3.1,0.032,-1.8,-0.9,-2.7,-0.8,1926
Bud Stallworth,313,10.2,0.445,,0.213,4.3,10.6,7.7,5.8,1.3,0.6,,,-2.8,3.5,0.7,0.006,-3.0,-1.2,-4.3,-2.4,1927
Dave Stallworth,522,14.4,0.491,,0.348,10.7,16.5,10.2,11.2,2.7,0.7,,,8.8,11.5,20.3,0.093,-1.4,1.0,-0.4,0.2,1928
John Starks,866,14.0,0.513,0.374,0.231,2.1,8.3,5.2,22.0,2.1,0.3,12.7,23.0,20.4,29.5,49.9,0.102,0.3,0.4,0.8,16.5,1929
Nik Stauskas,343,9.1,0.527,0.571,0.218,1.3,10.1,5.6,11.6,1.0,0.9,13.5,16.3,1.1,2.8,3.9,0.028,-1.9,-1.1,-3.0,-1.7,1930
Larry Staverman,265,13.3,0.524,,0.361,,,,,,,,,5.8,1.1,6.9,0.097,,,,,1931
Larry Steele,610,12.7,0.531,0.001,0.291,3.7,7.8,6.1,15.5,3.1,0.4,14.0,18.1,14.9,13.3,28.2,0.091,-1.3,1.5,0.2,6.7,1932
Vladimir Stepania,270,12.8,0.451,0.014,0.359,13.6,23.2,18.3,4.3,1.6,2.9,14.7,18.2,-0.8,5.9,5.2,0.067,-3.0,-0.3,-3.3,-1.2,1933
D.J. Stephens,4,12.7,0.477,0.0,0.111,5.0,21.5,13.0,0.0,2.3,0.0,9.6,21.4,0.0,0.0,0.0,0.008,-0.8,0.2,-0.6,0.0,1934
Lance Stephenson,554,12.2,0.513,0.28,0.202,3.1,16.5,9.9,20.3,1.4,0.5,16.4,19.5,1.5,16.0,17.5,0.066,-1.6,0.3,-1.3,2.3,1935
Brook Steppe,238,12.5,0.559,0.031,0.519,4.8,8.4,6.6,13.0,1.7,0.3,17.6,19.6,2.5,2.1,4.6,0.078,-1.4,-0.4,-1.8,0.2,1936
Lamar Stevens,220,11.1,0.529,0.247,0.237,5.3,15.9,10.6,6.0,1.5,2.0,9.8,16.7,0.6,4.3,4.9,0.071,-3.1,0.1,-3.0,-0.9,1937
DeShawn Stevenson,824,9.9,0.487,0.293,0.235,2.6,9.2,5.9,11.9,1.2,0.6,11.8,17.1,4.7,7.4,12.1,0.032,-1.6,-1.1,-2.7,-3.5,1938
Isaiah Stewart,307,13.9,0.581,0.266,0.253,10.0,22.1,15.9,7.7,0.8,4.0,13.5,14.9,7.6,7.8,15.4,0.098,-1.7,0.0,-1.7,0.5,1939
Larry Stewart,270,13.0,0.565,0.029,0.412,9.1,13.4,11.2,9.2,1.4,1.3,16.3,16.8,5.2,4.5,9.7,0.086,-1.3,-0.6,-1.9,0.2,1940
Michael Stewart,286,10.2,0.467,0.0,0.451,11.6,19.4,15.4,4.0,0.9,5.9,17.6,10.9,0.6,4.0,4.6,0.066,-4.4,0.8,-3.6,-1.3,1941
Steve Stipanovich,403,15.1,0.547,0.013,0.387,6.6,20.4,13.5,10.5,1.6,1.7,13.8,18.4,12.4,18.0,30.4,0.116,-0.4,1.0,0.6,8.4,1942
Bryant Stith,586,12.8,0.531,0.195,0.399,4.2,9.6,6.9,11.4,1.9,0.6,12.2,17.2,18.8,10.7,29.5,0.086,-0.7,-0.1,-0.8,4.9,1943
Alex Stivrins,22,10.5,0.473,0.047,0.186,12.6,15.0,13.9,6.7,1.1,1.4,17.7,26.2,-0.2,0.1,-0.1,-0.043,-4.5,-2.9,-7.4,-0.1,1944
John Stockton,1504,21.8,0.608,0.161,0.424,2.5,7.3,5.0,50.2,3.5,0.5,20.8,18.9,142.8,64.9,207.7,0.209,4.9,1.9,6.8,106.5,1945
Peja Stojaković,804,17.1,0.577,0.41,0.233,3.1,12.4,7.8,8.6,1.4,0.3,8.4,21.5,58.4,24.1,82.6,0.147,2.6,-0.7,1.9,26.2,1946
Greg Stokes,42,9.0,0.471,0.008,0.18,8.5,9.6,9.0,6.3,1.7,1.6,13.7,16.9,0.0,0.4,0.3,0.041,-3.7,-0.4,-4.1,-0.2,1947
Julyan Stone,70,9.5,0.557,0.508,0.317,2.3,15.1,8.7,20.8,1.6,1.3,25.8,8.6,0.4,0.5,0.9,0.088,-2.1,2.0,-0.2,0.2,1948
Damon Stoudamire,878,15.4,0.505,0.325,0.21,2.9,9.4,6.1,31.0,1.7,0.2,14.9,21.4,38.0,17.4,55.4,0.091,1.4,-1.2,0.3,16.8,1949
Amar'e Stoudemire,846,21.8,0.597,0.012,0.495,9.0,19.5,14.4,6.9,1.2,2.9,12.7,26.2,63.1,29.4,92.5,0.169,1.7,-0.4,1.3,21.9,1950
Erick Strickland,501,12.7,0.5,0.339,0.253,2.4,12.0,7.2,19.3,2.2,0.3,15.0,19.8,4.4,9.1,13.4,0.063,-1.4,0.1,-1.3,1.9,1951
Mark Strickland,281,14.5,0.518,0.008,0.272,9.3,16.6,13.0,5.2,1.2,2.4,11.6,19.0,3.0,4.1,7.0,0.099,-1.1,-0.5,-1.6,0.4,1952
Rod Strickland,1094,18.0,0.516,0.058,0.399,3.9,9.9,6.9,37.3,2.4,0.4,17.0,21.7,49.0,36.8,85.8,0.122,2.0,0.3,2.3,36.6,1953
Derek Strong,456,13.8,0.513,0.025,0.483,10.4,19.8,15.0,5.5,1.3,0.8,12.3,18.0,9.4,9.1,18.5,0.104,-1.1,-1.0,-2.1,-0.3,1954
Max Strus,309,11.8,0.578,0.728,0.113,2.8,12.3,7.6,12.9,1.1,0.9,9.8,17.2,7.5,7.9,15.3,0.093,-0.1,-0.3,-0.4,3.2,1955
Rodney Stuckey,651,14.9,0.512,0.134,0.371,2.7,9.9,6.2,21.9,1.7,0.4,12.9,23.4,17.0,11.7,28.7,0.077,-0.3,-0.6,-0.9,4.9,1956
Jared Sullinger,269,16.2,0.493,0.193,0.21,11.5,22.7,17.0,12.0,1.4,1.9,10.2,22.0,6.2,9.2,15.3,0.113,-0.1,-0.3,-0.4,2.7,1957
Edmond Sumner,161,12.1,0.576,0.336,0.322,2.5,9.3,6.0,11.3,1.9,1.3,13.3,19.3,1.0,2.2,3.2,0.069,-2.8,-0.2,-3.0,-0.6,1958
Bruno Šundov,102,5.4,0.375,0.108,0.086,6.9,16.1,11.5,6.1,1.5,2.0,11.5,22.7,-1.3,0.6,-0.7,-0.062,-7.5,-1.4,-8.9,-0.9,1959
Jon Sundvold,502,12.5,0.507,0.158,0.118,1.7,5.5,3.5,24.2,1.2,0.0,12.8,20.2,5.9,2.9,8.9,0.048,-0.5,-2.0,-2.4,-0.9,1960
Bob Sura,657,14.3,0.512,0.282,0.437,4.3,12.5,8.4,26.6,2.2,0.7,18.2,19.7,12.2,16.1,28.3,0.087,-0.1,0.5,0.4,9.4,1961
Greg Sutton,168,9.7,0.509,0.467,0.198,1.3,7.7,4.5,22.7,2.2,0.4,19.7,21.2,-0.7,1.7,1.0,0.024,-3.2,-0.4,-3.6,-0.8,1962
Robert Swift,97,11.4,0.531,0.0,0.347,9.6,20.4,14.9,2.0,0.9,4.4,15.3,13.8,0.8,0.9,1.7,0.054,-3.2,-0.6,-3.8,-0.7,1963
Skeeter Swift,283,11.4,0.527,0.159,0.31,1.9,6.0,4.2,16.0,1.0,0.0,18.4,20.7,8.8,3.3,12.2,0.085,-4.5,-0.9,-5.4,-0.2,1964
Stromile Swift,547,16.1,0.527,0.007,0.455,9.4,17.5,13.5,4.5,1.7,4.6,13.7,21.4,7.5,13.9,21.3,0.095,-1.9,0.3,-1.6,1.1,1965
Wally Szczerbiak,651,16.0,0.573,0.202,0.264,3.9,11.0,7.5,12.6,1.0,0.6,10.8,20.5,39.5,13.8,53.3,0.127,1.5,-0.8,0.7,13.6,1966
Žan Tabak,247,11.3,0.516,0.003,0.285,10.4,18.0,14.2,7.6,0.9,2.5,18.4,18.1,-0.3,2.6,2.4,0.032,-3.9,-1.0,-4.9,-2.7,1967
Roy Tarpley,280,18.4,0.523,0.011,0.273,14.2,26.9,20.6,6.1,2.1,2.6,14.2,22.1,6.6,13.3,19.8,0.127,-0.4,0.2,-0.2,3.4,1968
Jae'Sean Tate,296,12.9,0.563,0.289,0.248,6.9,13.9,10.4,13.8,1.8,1.5,13.6,16.6,5.8,5.1,10.9,0.082,-2.0,0.2,-1.8,0.3,1969
Jayson Tatum,585,20.3,0.583,0.401,0.304,2.8,20.1,11.5,18.1,1.6,1.7,10.5,28.5,34.7,30.8,65.5,0.156,3.2,0.6,3.8,29.4,1970
Brian Taylor,601,14.8,0.547,0.092,0.253,3.3,5.5,4.4,17.5,3.0,0.5,14.6,16.9,30.1,16.6,46.8,0.117,0.3,1.1,1.4,14.8,1971
Fatty Taylor,640,10.5,0.488,0.031,0.378,5.1,8.0,6.8,18.0,3.6,0.3,23.7,14.7,0.0,17.1,17.0,0.046,-2.5,1.6,-0.9,2.6,1972
Jeff Taylor,56,8.1,0.46,0.006,0.329,3.2,7.8,5.4,18.1,2.4,1.1,25.9,12.9,-0.7,0.5,-0.1,-0.008,-3.8,0.8,-3.0,-0.2,1973
Maurice Taylor,534,13.1,0.501,0.006,0.25,6.9,14.4,10.7,8.8,1.0,1.4,14.2,23.5,2.1,7.7,9.9,0.036,-2.1,-1.4,-3.6,-5.3,1974
Terry Teagle,687,13.7,0.509,0.02,0.242,5.4,8.0,6.7,10.1,1.7,0.5,11.4,24.7,6.3,7.1,13.4,0.044,-1.3,-1.6,-2.9,-3.2,1975
Jeff Teague,826,16.8,0.549,0.246,0.335,1.4,8.7,5.1,32.3,2.1,1.0,16.4,22.2,31.4,21.0,52.4,0.113,0.8,-0.3,0.6,14.3,1976
Marquis Teague,91,4.9,0.398,0.181,0.226,0.6,10.9,5.7,23.1,1.3,1.0,22.0,17.8,-1.8,0.9,-0.9,-0.045,-6.2,-0.3,-6.5,-1.0,1977
Mirza Teletović,324,13.0,0.543,0.639,0.14,3.7,17.0,10.3,7.8,0.9,1.2,9.5,20.9,4.9,4.0,8.8,0.074,0.7,-1.4,-0.8,1.8,1978
Sebastian Telfair,564,10.8,0.478,0.287,0.24,1.4,7.2,4.3,25.8,1.8,0.5,16.4,19.5,0.0,5.0,5.0,0.02,-2.2,-1.2,-3.4,-4.2,1979
Garrett Temple,771,9.4,0.516,0.515,0.194,2.3,10.1,6.2,11.6,2.0,1.4,13.1,14.5,2.0,14.8,16.9,0.052,-2.8,0.6,-2.2,-0.6,1980
Chuck Terry,341,8.5,0.452,0.023,0.155,5.4,10.4,8.1,6.8,1.6,0.3,9.1,12.3,1.2,5.2,6.4,0.06,-2.4,0.4,-2.0,0.0,1981
Claude Terry,349,12.2,0.523,0.084,0.252,4.5,7.2,5.9,14.3,1.4,0.1,15.9,19.7,3.8,3.1,6.9,0.077,-0.4,-0.8,-1.3,0.7,1982
Jason Terry,1410,16.2,0.554,0.386,0.21,1.4,7.4,4.5,22.1,2.0,0.5,12.4,21.2,70.4,31.5,102.0,0.116,1.8,-0.3,1.5,37.4,1983
Hasheem Thabeet,224,10.3,0.587,0.0,0.642,10.3,18.9,14.7,1.6,1.3,6.0,23.0,10.1,1.3,3.6,4.8,0.099,-4.4,1.7,-2.7,-0.4,1984
Tom Thacker,314,7.4,0.388,0.037,0.275,,,9.2,16.3,,,27.6,13.9,-4.5,4.2,-0.3,-0.004,,,,,1985
Daniel Theis,411,15.4,0.607,0.279,0.257,8.6,18.7,13.7,9.5,1.2,4.0,12.0,15.2,13.1,10.2,23.3,0.145,-1.1,0.9,-0.2,3.4,1986
Reggie Theus,1026,16.6,0.545,0.063,0.377,3.8,6.9,5.3,27.7,1.6,0.4,16.7,24.3,49.7,17.2,66.9,0.093,1.5,-1.3,0.1,18.5,1987
Justus Thigpen,22,5.1,0.367,0.0,0.038,52.4,0.0,5.2,10.3,0.0,0.0,4.7,13.2,-0.4,0.1,-0.3,-0.091,-4.6,-0.2,-4.8,0.0,1988
David Thirdkill,179,8.0,0.494,0.027,0.56,6.2,9.4,7.8,7.2,1.5,0.5,16.9,17.1,-0.4,1.7,1.3,0.042,-4.3,-0.6,-4.9,-1.1,1989
Carl Thomas,63,10.3,0.481,0.415,0.159,2.9,10.7,6.8,9.3,2.4,1.1,11.7,18.2,-0.1,0.7,0.6,0.058,-2.1,0.9,-1.2,0.1,1990
Etan Thomas,409,14.5,0.546,0.0,0.536,10.7,20.7,15.6,3.5,0.9,4.5,15.2,15.9,7.1,7.7,14.9,0.101,-1.8,-0.3,-2.1,-0.2,1991
Isaiah Thomas,556,19.6,0.573,0.394,0.367,2.0,7.5,4.7,28.7,1.5,0.3,12.8,27.2,38.4,7.0,45.3,0.14,3.6,-1.5,2.1,16.1,1992
Isiah Thomas,979,18.1,0.516,0.086,0.334,2.9,7.8,5.3,37.4,2.5,0.4,16.8,25.3,41.2,39.5,80.7,0.109,2.4,0.2,2.6,41.6,1993
Jim Thomas,161,12.5,0.521,0.046,0.301,4.3,9.0,6.7,15.6,2.0,0.2,13.9,18.0,2.0,3.0,4.9,0.071,-1.4,0.0,-1.4,0.5,1994
John Thomas,208,9.4,0.529,0.005,0.435,10.0,12.1,11.0,4.2,1.6,1.6,16.8,12.6,1.4,1.7,3.2,0.067,-3.8,-0.6,-4.4,-1.4,1995
Kenny Thomas,632,13.9,0.514,0.049,0.345,9.7,19.3,14.5,9.4,1.6,1.1,15.6,17.8,12.3,18.9,31.2,0.086,-1.1,-0.2,-1.3,3.1,1996
Kurt Thomas,1110,13.9,0.519,0.004,0.215,8.3,23.0,15.7,7.4,1.4,2.3,12.6,16.9,22.4,41.8,64.2,0.114,-1.7,1.0,-0.8,8.6,1997
Lance Thomas,399,8.3,0.51,0.241,0.271,4.5,11.1,7.8,5.4,1.0,0.6,11.7,13.9,2.4,2.9,5.3,0.035,-3.1,-1.1,-4.3,-4.2,1998
Tim Thomas,824,14.0,0.535,0.329,0.262,4.4,13.9,9.2,10.1,1.5,1.1,12.1,21.5,20.3,14.9,35.2,0.079,0.1,-0.9,-0.8,6.4,1999
Tyrus Thomas,402,14.8,0.5,0.013,0.412,7.9,20.3,14.1,7.2,2.1,5.1,14.5,20.6,-0.5,13.5,13.0,0.078,-2.8,1.6,-1.2,1.7,2000
Bernard Thompson,204,10.2,0.5,0.018,0.35,6.4,7.1,6.8,12.0,2.0,0.5,14.4,17.2,1.2,2.2,3.4,0.056,-2.6,-0.3,-2.9,-0.7,2001
Billy Thompson,300,13.2,0.535,0.006,0.29,10.9,16.1,13.4,11.2,1.1,2.4,18.1,17.7,2.8,6.8,9.6,0.069,-1.4,0.1,-1.3,1.2,2002
David Thompson,592,19.9,0.568,0.01,0.433,5.2,7.7,6.5,15.0,1.4,1.3,12.2,26.3,49.9,13.4,63.3,0.156,3.3,-0.9,2.3,21.2,2003
George Thompson,437,17.3,0.536,0.06,0.435,3.6,6.4,4.9,16.0,1.9,0.3,12.3,24.1,26.0,4.8,30.9,0.106,0.6,-0.5,0.1,2.5,2004
Jason Thompson,588,13.5,0.53,0.01,0.351,9.6,20.3,14.9,6.8,1.0,2.1,13.2,16.9,13.6,10.1,23.8,0.077,-1.7,-0.9,-2.6,-2.4,2005
Klay Thompson,865,15.8,0.573,0.48,0.13,1.7,10.0,6.0,11.2,1.3,1.3,9.0,24.8,32.3,24.7,57.1,0.098,1.7,-1.2,0.5,17.3,2006
LaSalle Thompson,985,13.6,0.535,0.004,0.325,11.4,23.9,17.7,7.4,1.7,2.6,18.4,17.2,8.1,27.0,35.0,0.079,-1.9,0.4,-1.5,2.7,2007
Mychal Thompson,935,15.7,0.537,0.001,0.36,9.1,19.0,14.1,10.8,1.2,2.2,15.0,20.5,26.1,33.0,59.1,0.102,0.2,-0.1,0.1,14.5,2008
Tristan Thompson,819,15.3,0.544,0.008,0.412,13.7,21.7,17.7,5.9,0.9,2.1,12.2,15.5,30.8,18.5,49.3,0.116,-0.5,-1.2,-1.7,1.3,2009
Rod Thorn,466,14.5,0.485,,0.35,,,6.2,16.7,,,,,10.0,7.2,17.2,0.08,,,,,2010
Bob Thornton,283,6.2,0.48,0.013,0.503,8.8,15.3,11.9,3.9,1.1,0.6,19.3,13.5,-1.7,3.0,1.3,0.018,-5.2,-0.8,-6.0,-3.4,2011
Marcus Thornton,483,15.5,0.531,0.41,0.185,4.0,9.7,6.8,10.1,1.8,0.4,8.3,23.2,14.5,5.5,20.0,0.085,1.4,-1.2,0.2,6.2,2012
Otis Thorpe,1257,16.0,0.584,0.005,0.446,9.9,19.2,14.6,10.6,1.1,0.8,15.6,19.2,61.6,44.8,106.4,0.128,0.2,-0.3,-0.1,19.1,2013
Sedale Threatt,951,14.7,0.531,0.08,0.199,1.9,6.8,4.3,24.1,2.5,0.4,12.9,19.0,30.2,17.8,48.0,0.103,-0.4,0.3,-0.1,10.7,2014
Nate Thurmond,964,16.5,0.47,,0.388,9.8,24.2,16.7,10.0,0.8,3.9,,,15.8,62.2,78.0,0.104,-0.6,1.7,1.1,5.9,2015
Matisse Thybulle,347,10.8,0.55,0.594,0.119,3.1,7.9,5.5,7.2,3.7,3.4,11.4,10.4,2.9,11.2,14.1,0.093,-2.5,3.4,0.9,5.3,2016
Xavier Tillman Sr.,260,14.2,0.547,0.21,0.232,8.6,16.4,12.5,10.3,2.5,2.8,11.9,14.5,3.5,6.5,10.0,0.115,-1.6,1.5,-0.1,2.0,2017
Jamaal Tinsley,547,13.6,0.471,0.296,0.23,2.8,10.0,6.4,37.8,2.8,0.8,21.8,19.9,-0.6,17.8,17.2,0.057,-0.4,0.4,0.0,7.1,2018
Wayman Tisdale,840,15.7,0.543,0.002,0.274,7.5,16.3,11.9,7.4,1.0,1.3,10.6,23.5,25.7,20.0,45.7,0.092,-0.5,-1.1,-1.6,2.3,2019
Ray Tolbert,261,9.8,0.51,0.008,0.313,8.6,14.9,11.8,6.4,1.2,2.0,18.8,16.1,-0.5,3.4,2.9,0.051,-3.2,0.2,-3.0,-0.7,2020
