name,games,fg,fga,fg_pct,fg3,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,tpl_dbl,id
O.J. Mayo,547,2808,6547,0.429,854.0,0.373,1104,1346,0.82,285.0,1421.0,1706,1607,559.0,141.0,1130.0,1239,7574,0,1326
Luc Mbah a Moute,689,1685,3708,0.454,207.0,0.334,803,1218,0.659,962.0,1838.0,2800,588,612.0,263.0,646.0,1242,4380,0,1327
Bob McAdoo,852,7420,14751,0.503,3.0,0.081,3944,5229,0.754,1818.0,5502.0,8048,1951,751.0,1147.0,1223.0,2726,18787,0,1328
Bob McCann,178,296,618,0.479,1.0,0.2,146,253,0.577,154.0,314.0,468,104,80.0,79.0,134.0,349,739,0,1329
Andre McCarter,103,170,394,0.431,2.0,0.25,50,69,0.725,32.0,63.0,95,172,37.0,0.0,24.0,100,392,0,1330
Johnny McCarthy,316,958,2714,0.353,,,534,859,0.622,,,1145,1184,,,,885,2450,1,1331
Walter McCarty,593,1092,2786,0.392,456.0,0.346,416,596,0.698,410.0,1144.0,1554,670,380.0,173.0,520.0,1211,3056,0,1332
Amal McCaskill,114,81,215,0.377,0.0,0.0,42,69,0.609,75.0,138.0,213,36,24.0,36.0,52.0,132,204,0,1333
Patrick McCaw,199,292,696,0.42,92.0,0.305,84,107,0.785,64.0,255.0,319,270,139.0,31.0,123.0,233,760,0,1334
Ted McClain,555,1849,4115,0.449,27.0,0.218,944,1231,0.767,487.0,1140.0,1627,1909,821.0,82.0,1045.0,1664,4669,0,1335
George McCloud,766,2469,6140,0.402,920.0,0.358,1067,1318,0.81,659.0,1683.0,2342,1769,593.0,190.0,1070.0,1646,6925,0,1336
CJ McCollum,787,5871,12966,0.453,1989.0,0.397,1683,2107,0.799,508.0,2359.0,2867,3005,704.0,326.0,1426.0,1657,15414,1,1337
T.J. McConnell,706,2407,4663,0.516,172.0,0.345,410,527,0.778,385.0,1669.0,2054,3542,849.0,133.0,1126.0,982,5396,3,1338
Tim McCormick,483,1547,2893,0.535,1.0,0.063,935,1330,0.703,777.0,1589.0,2366,491,139.0,187.0,619.0,1256,4030,0,1339
Jelani McCoy,260,510,947,0.539,0.0,,180,367,0.49,285.0,636.0,921,135,75.0,193.0,245.0,521,1200,0,1340
Paul McCracken,37,63,140,0.45,,,34,57,0.596,7.0,15.0,73,33,6.0,0.0,,52,160,0,1341
Rodney McCray,768,3516,6997,0.503,57.0,0.26,1925,2529,0.761,1645.0,3442.0,5087,2750,585.0,493.0,1419.0,1734,9014,5,1342
Xavier McDaniel,870,5673,11685,0.485,74.0,0.261,2186,3046,0.718,2082.0,3231.0,5313,1775,791.0,416.0,1887.0,2557,13606,0,1343
Jaden McDaniels,366,1494,3099,0.482,445.0,0.348,351,467,0.752,405.0,1121.0,1526,562,334.0,306.0,416.0,1112,3784,0,1344
Jalen McDaniels,252,635,1414,0.449,174.0,0.322,255,328,0.777,178.0,651.0,829,292,165.0,84.0,215.0,485,1699,0,1345
Jim McDaniels,271,1146,2459,0.466,0.0,,406,564,0.72,412.0,909.0,1748,288,23.0,79.0,254.0,681,2698,0,1346
Doug McDermott,697,2248,4779,0.47,984.0,0.411,518,644,0.804,260.0,1196.0,1456,664,146.0,63.0,436.0,986,5998,0,1347
Hank McDowell,206,229,508,0.451,0.0,0.0,142,200,0.71,186.0,278.0,464,98,34.0,29.0,131.0,274,600,0,1348
Antonio McDyess,1015,5046,10161,0.497,7.0,0.117,2128,3178,0.67,2478.0,5160.0,7638,1300,782.0,1102.0,1623.0,3077,12227,0,1349
Jim McElroy,418,1636,3494,0.468,7.0,0.206,841,1101,0.764,242.0,578.0,820,1462,384.0,126.0,610.0,711,4120,0,1350
JaVale McGee,909,2955,5110,0.578,15.0,0.192,982,1627,0.604,1624.0,2953.0,4577,386,345.0,1258.0,896.0,1923,6907,1,1351
Mike McGee,520,2087,4286,0.487,306.0,0.354,488,817,0.597,542.0,570.0,1112,629,371.0,49.0,630.0,1012,4968,0,1352
Billy McGill,295,1270,2469,0.514,0.0,,554,790,0.701,200.0,475.0,1286,330,,,233.0,796,3094,0,1353
George McGinnis,842,6381,13940,0.458,83.0,0.273,4164,6267,0.664,3143.0,6090.0,9233,3089,1448.0,390.0,2763.0,3220,17009,7,1354
Jon McGlocklin,792,4001,8174,0.489,,,1167,1381,0.845,61.0,214.0,1928,2280,102.0,13.0,,1370,9169,0,1355
Tracy McGrady,938,6709,15413,0.435,1081.0,0.338,3882,5202,0.746,1300.0,3976.0,5276,4161,1136.0,807.0,2029.0,1661,18381,4,1356
Rodney McGruder,317,681,1622,0.42,301.0,0.36,162,241,0.672,253.0,632.0,885,381,161.0,50.0,190.0,459,1825,0,1357
Dick McGuire,738,2048,5259,0.389,,,1825,2836,0.644,,,2784,4205,,,,1695,5921,1,1358
Dominic McGuire,342,388,927,0.419,3.0,0.188,160,243,0.658,344.0,825.0,1169,422,154.0,184.0,242.0,501,939,0,1359
Kevin McHale,971,6830,12334,0.554,41.0,0.261,3634,4554,0.798,2358.0,4764.0,7122,1670,344.0,1690.0,1893.0,2758,17335,0,1360
Jim McIlvaine,401,423,948,0.446,1.0,0.1,225,408,0.551,479.0,764.0,1243,105,136.0,691.0,231.0,1052,1072,0,1361
Jeff McInnis,576,2189,5081,0.431,305.0,0.328,713,896,0.796,243.0,927.0,1170,2514,371.0,31.0,789.0,1194,5396,1,1362
Kevin McKenna,243,498,1204,0.414,103.0,0.367,221,270,0.819,102.0,215.0,317,342,184.0,25.0,204.0,491,1320,0,1363
Stan McKenzie,396,1281,2885,0.444,,,1017,1268,0.802,3.0,13.0,1117,611,3.0,0.0,,894,3579,0,1364
Derrick McKey,937,3908,8048,0.486,203.0,0.316,2247,2885,0.779,1515.0,2872.0,4387,2254,1072.0,611.0,1713.0,2700,10266,1,1365
Aaron McKie,793,2265,5177,0.438,388.0,0.35,953,1224,0.779,482.0,2105.0,2587,2126,912.0,164.0,1059.0,1588,5871,2,1366
Billy McKinney,476,1554,3154,0.493,3.0,0.063,712,868,0.82,134.0,543.0,677,1661,353.0,40.0,637.0,860,3823,0,1367
Bones McKinney,318,1145,3844,0.298,,,704,990,0.711,,,373,503,,,,1023,2994,0,1368
Alfonzo McKinnie,182,287,615,0.467,84.0,0.326,63,108,0.583,154.0,300.0,454,57,51.0,27.0,71.0,266,721,0,1369
Jordan McLaughlin,288,437,982,0.445,174.0,0.373,124,167,0.743,89.0,326.0,415,807,225.0,32.0,188.0,206,1172,0,1370
Ben McLemore,556,1768,4270,0.414,868.0,0.363,611,783,0.78,222.0,1047.0,1269,563,353.0,106.0,608.0,1175,5015,0,1371
McCoy McLemore,580,1947,4943,0.394,,,1236,1603,0.771,,,3161,733,,,,1442,5130,1,1372
Jack McMahon,524,1615,4790,0.337,,,1007,1580,0.637,,,1390,1939,,,,1483,4237,0,1373
Nate McMillan,796,1833,4136,0.443,298.0,0.343,769,1183,0.65,919.0,2303.0,3222,4893,1544.0,356.0,1486.0,2408,4733,4,1374
Tom McMillen,729,2420,5014,0.483,3.0,0.12,1071,1329,0.806,957.0,1956.0,2913,788,198.0,191.0,693.0,1740,5914,0,1375
Jim McMillian,631,3644,7557,0.482,,,1448,1741,0.832,639.0,1381.0,3319,1557,435.0,80.0,120.0,1200,8736,0,1376
Mark McNamara,278,362,707,0.512,0.0,,256,467,0.548,345.0,482.0,827,77,35.0,39.0,223.0,374,980,0,1377
Larry McNeill,297,915,1963,0.466,,,703,902,0.779,477.0,963.0,1440,225,183.0,78.0,71.0,702,2533,0,1378
Jordan McRae,123,302,724,0.417,83.0,0.355,159,206,0.772,34.0,191.0,225,167,45.0,30.0,87.0,147,846,0,1379
Josh McRoberts,433,914,1972,0.463,196.0,0.34,309,438,0.705,468.0,1218.0,1686,901,222.0,194.0,381.0,817,2333,0,1380
Stanislav Medvedenko,263,590,1311,0.45,2.0,0.154,208,281,0.74,335.0,409.0,744,136,88.0,42.0,159.0,518,1390,0,1381
Jodie Meeks,539,1665,3969,0.42,775.0,0.373,883,1004,0.879,148.0,972.0,1120,583,413.0,36.0,410.0,632,4988,0,1382
Cliff Meely,318,1121,2687,0.417,,,416,616,0.675,180.0,520.0,1703,398,88.0,106.0,,929,2658,0,1383
Monk Meineke,343,790,2154,0.367,,,758,1003,0.756,,,1626,433,,,,1047,2338,0,1384
Bill Melchionni,646,2753,6002,0.459,37.0,0.236,1327,1640,0.809,223.0,859.0,1284,3247,172.0,20.0,1271.0,1398,6870,0,1385
De'Anthony Melton,356,1152,2810,0.41,542.0,0.369,385,494,0.779,265.0,1051.0,1316,988,502.0,172.0,488.0,728,3231,0,1386
Dean Meminger,416,1004,2112,0.475,,,544,867,0.627,286.0,386.0,1086,1046,242.0,28.0,,700,2552,0,1387
John Mengelt,636,2418,5047,0.479,0.0,0.0,1382,1708,0.809,203.0,689.0,1221,1329,324.0,28.0,280.0,1284,6218,0,1388
Pops Mensah-Bonsu,61,64,156,0.41,0.0,0.0,53,90,0.589,83.0,97.0,180,11,14.0,14.0,40.0,82,181,0,1389
Ron Mercer,432,2490,5803,0.429,60.0,0.25,852,1054,0.808,383.0,959.0,1342,921,456.0,113.0,683.0,881,5892,0,1390
Joe Meriweather,670,2170,4244,0.511,1.0,0.333,1098,1598,0.687,1285.0,2479.0,3764,603,311.0,810.0,737.0,2253,5439,1,1391
Sam Merrill,173,379,935,0.405,313.0,0.386,62,67,0.925,67.0,256.0,323,246,84.0,19.0,66.0,219,1133,0,1392
Tom Meschery,778,3877,8793,0.441,,,2150,2885,0.745,,,6698,1331,,,,2841,9904,0,1393
Chimezie Metu,260,589,1191,0.495,107.0,0.298,237,301,0.787,174.0,734.0,908,197,139.0,95.0,199.0,325,1522,0,1394
Dave Meyers,281,1208,2623,0.461,1.0,0.2,732,1083,0.676,527.0,1244.0,1771,652,272.0,143.0,395.0,755,3149,0,1395
Stan Miasek,365,1375,4166,0.33,,,1101,1752,0.628,,,999,518,,,,1358,3851,0,1396
Khris Middleton,776,4688,10187,0.46,1409.0,0.387,2116,2409,0.878,482.0,3218.0,3700,3066,903.0,151.0,1616.0,1950,12901,2,1397
Chris Mihm,436,1253,2731,0.459,3.0,0.231,753,1069,0.704,865.0,1437.0,2302,223,128.0,444.0,535.0,1264,3262,0,1398
Ed Mikan,323,799,2493,0.32,,,565,747,0.756,,,1093,296,,,,919,2163,0,1399
George Mikan,439,3544,8783,0.404,,,3068,3924,0.782,,,4167,1245,,,,1862,10156,0,1400
Vern Mikkelsen,699,3547,8812,0.403,,,2969,3874,0.766,,,5940,1515,,,,2812,10063,0,1401
C.J. Miles,849,2883,7016,0.411,1250.0,0.358,1092,1350,0.809,363.0,1648.0,2011,914,601.0,254.0,724.0,1792,8108,0,1402
Darius Miles,446,1874,3973,0.472,22.0,0.168,737,1250,0.59,575.0,1615.0,2190,840,384.0,495.0,892.0,1023,4507,0,1403
Eddie Miles,605,3301,7505,0.44,,,1518,2032,0.747,,,1860,1225,,,,1385,8120,0,1404
Darko Miličić,468,1196,2602,0.46,0.0,0.0,421,734,0.574,628.0,1343.0,1971,405,206.0,613.0,573.0,1065,2813,0,1405
Andre Miller,1304,6035,13104,0.461,193.0,0.217,4015,4975,0.807,1373.0,3422.0,4795,8524,1546.0,227.0,3121.0,2882,16278,9,1406
Anthony Miller,181,197,386,0.51,2.0,0.25,114,198,0.576,185.0,303.0,488,66,58.0,26.0,90.0,244,510,0,1407
Brad Miller,868,3446,7174,0.48,201.0,0.33,2631,3273,0.804,1708.0,4491.0,6199,2470,639.0,592.0,1367.0,2383,9724,3,1408
Darius Miller,271,545,1300,0.419,344.0,0.383,163,194,0.84,51.0,396.0,447,367,123.0,66.0,171.0,523,1597,0,1409
Larry Miller,486,2450,5670,0.432,82.0,0.248,1613,2228,0.724,935.0,1499.0,2434,1155,57.0,6.0,940.0,1091,6595,0,1410
Mike Miller,1032,4016,8747,0.459,1590.0,0.407,1351,1757,0.769,632.0,3744.0,4376,2666,573.0,229.0,1561.0,2043,10973,1,1411
Oliver Miller,493,1536,2874,0.534,5.0,0.116,548,858,0.639,940.0,1953.0,2893,1061,455.0,758.0,921.0,1460,3625,1,1412
Reggie Miller,1389,8241,17499,0.471,2560.0,0.395,6237,7026,0.888,883.0,3299.0,4182,4141,1505.0,299.0,2409.0,2730,25279,1,1413
Chris Mills,568,2391,5541,0.432,439.0,0.351,1136,1391,0.817,772.0,2036.0,2808,1063,421.0,247.0,726.0,1532,6357,0,1414
Patty Mills,921,2855,6742,0.423,1546.0,0.385,748,873,0.857,268.0,1223.0,1491,2010,581.0,80.0,861.0,1164,8004,0,1415
Terry Mills,678,2847,6227,0.457,533.0,0.384,948,1214,0.781,1029.0,2651.0,3680,891,397.0,296.0,851.0,1896,7175,0,1416
Paul Millsap,1085,5455,11158,0.489,541.0,0.341,3085,4190,0.736,2343.0,5330.0,7673,2378,1327.0,1045.0,1829.0,3248,14536,1,1417
Shake Milton,359,1076,2386,0.451,298.0,0.358,449,545,0.824,171.0,612.0,783,856,164.0,73.0,365.0,594,2899,0,1418
Yao Ming,486,3380,6445,0.524,2.0,0.2,2485,2984,0.833,1233.0,3261.0,4494,769,189.0,920.0,1311.0,1596,9247,0,1419
Greg Minor,277,794,1662,0.478,24.0,0.226,290,378,0.767,258.0,483.0,741,384,156.0,46.0,225.0,464,1902,0,1420
Nikola Mirotić,319,1303,3084,0.423,614.0,0.359,690,854,0.808,301.0,1593.0,1894,407,240.0,228.0,381.0,666,3910,0,1421
Donovan Mitchell,539,4720,10512,0.449,1618.0,0.366,2262,2692,0.84,435.0,1889.0,2324,2530,740.0,173.0,1447.0,1300,13320,0,1422
Mike Mitchell,759,6371,12912,0.493,19.0,0.216,2255,2894,0.779,1539.0,2707.0,4246,1010,530.0,400.0,1300.0,2012,15016,1,1423
Sam Mitchell,994,3220,7206,0.447,65.0,0.223,2131,2719,0.784,1251.0,2460.0,3711,1089,548.0,301.0,838.0,2509,8636,0,1424
Steve Mix,788,3205,6429,0.499,6.0,0.286,1941,2417,0.803,1357.0,2552.0,4160,1393,884.0,173.0,563.0,1694,8357,0,1425
Cuttino Mobley,747,4319,9979,0.433,1085.0,0.378,2241,2684,0.835,543.0,2359.0,2902,2015,878.0,313.0,1520.0,1710,11964,0,1426
Doug Moe,378,2301,5377,0.428,19.0,0.213,1540,1924,0.8,895.0,1665.0,2560,1197,,,940.0,1286,6161,0,1427
Leo Mogus,231,646,1944,0.332,,,683,954,0.716,,,102,319,,,,575,1975,0,1428
Nazr Mohammed,1005,2402,4939,0.486,0.0,0.0,1023,1599,0.64,1808.0,2900.0,4708,375,432.0,639.0,919.0,2156,5827,0,1429
Jérôme Moïso,145,158,323,0.489,0.0,0.0,70,118,0.593,126.0,269.0,395,38,45.0,68.0,104.0,183,386,0,1430
Paul Mokeski,694,1099,2437,0.451,11.0,0.216,555,800,0.694,709.0,1633.0,2342,500,228.0,307.0,585.0,1818,2764,0,1431
Sidney Moncrief,767,4117,8198,0.502,110.0,0.284,3587,4319,0.831,1424.0,2151.0,3575,2793,924.0,228.0,1551.0,1635,11931,5,1432
Eric Money,426,2239,4536,0.494,0.0,,733,980,0.748,338.0,556.0,894,1623,524.0,62.0,712.0,1148,5211,0,1433
Malik Monk,523,2321,5352,0.434,938.0,0.35,864,1019,0.848,192.0,1185.0,1377,1657,317.0,174.0,844.0,864,6444,0,1434
Earl Monroe,926,6906,14898,0.464,0.0,,3642,4513,0.807,260.0,976.0,2796,3594,473.0,121.0,305.0,2416,17454,0,1435
Greg Monroe,646,3371,6556,0.514,1.0,0.059,1659,2361,0.703,1799.0,3494.0,5293,1376,680.0,373.0,1198.0,1435,8402,2,1436
Eric Montross,465,891,1819,0.49,0.0,0.0,289,604,0.478,716.0,1443.0,2159,207,122.0,275.0,405.0,1270,2071,0,1437
Jamario Moon,286,723,1568,0.461,177.0,0.329,184,229,0.803,201.0,1026.0,1227,291,229.0,236.0,147.0,424,1807,0,1438
E'Twaun Moore,598,1927,4236,0.455,556.0,0.388,333,449,0.742,282.0,926.0,1208,1055,395.0,131.0,534.0,946,4743,0,1439
Gene Moore,465,2334,5003,0.467,10.0,0.303,916,1350,0.679,1562.0,2798.0,4360,648,30.0,207.0,1158.0,1730,5594,0,1440
Johnny Moore,520,1998,4343,0.46,94.0,0.251,800,1123,0.712,391.0,1157.0,1548,3866,1017.0,116.0,1163.0,1325,4890,6,1441
Mikki Moore,564,1269,2304,0.551,2.0,0.154,717,965,0.743,777.0,1419.0,2196,409,179.0,306.0,537.0,1541,3257,0,1442
Otto Moore,682,2336,5152,0.453,,,944,1550,0.609,504.0,1539.0,5575,1060,186.0,342.0,,1775,5616,0,1443
Tracy Moore,119,298,738,0.404,77.0,0.344,160,191,0.838,75.0,108.0,183,121,62.0,8.0,98.0,186,833,0,1444
Ja Morant,307,2507,5344,0.469,415.0,0.316,1513,1975,0.766,288.0,1160.0,1448,2267,315.0,86.0,1037.0,515,6942,12,1445
Eric Moreland,83,73,136,0.537,1.0,1.0,13,33,0.394,88.0,222.0,310,83,32.0,56.0,50.0,130,160,0,1446
Jackie Moreland,582,2286,5446,0.42,6.0,0.3,1152,1598,0.721,414.0,605.0,3417,937,,,447.0,1847,5730,0,1447
Chris Morris,747,3144,7136,0.441,497.0,0.306,1399,1894,0.739,1516.0,2028.0,3544,1182,917.0,540.0,1171.0,1750,8184,1,1448
Jaylen Morris,13,17,48,0.354,3.0,0.2,3,6,0.5,2.0,21.0,23,13,4.0,1.0,8.0,5,40,0,1449
Marcus Morris,832,3648,8393,0.435,1300.0,0.377,1369,1768,0.774,701.0,2989.0,3690,1235,545.0,238.0,942.0,1758,9965,0,1450
Markieff Morris,791,3109,7015,0.443,659.0,0.341,1199,1540,0.779,890.0,2957.0,3847,1221,594.0,380.0,1121.0,2041,8076,0,1451
Monte Morris,420,1562,3297,0.474,470.0,0.389,386,467,0.827,142.0,847.0,989,1510,303.0,73.0,306.0,428,3980,0,1452
Terence Morris,139,209,514,0.407,22.0,0.196,32,45,0.711,123.0,254.0,377,93,35.0,49.0,81.0,126,472,0,1453
Anthony Morrow,564,1956,4380,0.447,807.0,0.417,608,691,0.88,309.0,906.0,1215,494,317.0,75.0,380.0,897,5327,0,1454
Donatas Motiejūnas,251,731,1558,0.469,121.0,0.3,249,417,0.597,298.0,654.0,952,269,118.0,82.0,287.0,538,1832,0,1455
Rick Mount,283,1298,2996,0.433,121.0,0.317,613,748,0.82,167.0,308.0,475,676,105.0,18.0,428.0,653,3330,0,1456
Alonzo Mourning,838,5116,9701,0.527,22.0,0.247,4057,5862,0.692,2184.0,4953.0,7137,946,414.0,2356.0,2209.0,2810,14311,0,1457
Timofey Mozgov,454,1230,2301,0.535,11.0,0.19,601,814,0.738,769.0,1456.0,2225,250,139.0,383.0,527.0,998,3072,0,1458
Emmanuel Mudiay,302,1222,3051,0.401,276.0,0.323,579,778,0.744,138.0,746.0,884,1143,215.0,88.0,670.0,492,3299,0,1459
Erwin Mueller,445,1309,3070,0.426,0.0,,669,1074,0.623,17.0,33.0,2100,881,0.0,0.0,25.0,927,3287,0,1460
Shabazz Muhammad,278,940,1988,0.473,123.0,0.319,501,667,0.751,294.0,476.0,770,151,81.0,24.0,183.0,283,2504,0,1461
Byron Mullens,189,557,1366,0.408,111.0,0.319,173,245,0.706,200.0,590.0,790,153,74.0,98.0,187.0,335,1398,0,1462
Chris Mullin,986,6740,13243,0.509,815.0,0.384,3616,4178,0.865,1026.0,3008.0,4034,3450,1530.0,549.0,2315.0,2050,17911,5,1463
Jeff Mullins,804,5383,11631,0.463,,,2251,2764,0.814,144.0,287.0,3427,3023,140.0,37.0,,2165,13017,1,1464
Eric Murdock,508,1889,4310,0.438,296.0,0.343,1044,1329,0.786,339.0,922.0,1261,2467,830.0,69.0,991.0,981,5118,0,1465
Gheorghe Mureșan,307,1265,2206,0.573,0.0,0.0,490,761,0.644,658.0,1299.0,1957,150,171.0,455.0,446.0,958,3020,0,1466
Calvin Murphy,1002,7247,15030,0.482,10.0,0.139,3445,3864,0.892,499.0,952.0,2103,4402,1165.0,51.0,822.0,3250,17949,0,1467
Tod Murphy,191,396,872,0.454,18.0,0.29,239,352,0.679,340.0,601.0,941,183,113.0,88.0,112.0,382,1049,0,1468
Troy Murphy,729,2848,6400,0.445,613.0,0.388,1551,1977,0.785,1373.0,4335.0,5708,1088,478.0,294.0,886.0,1890,7860,0,1469
Dejounte Murray,503,3106,6853,0.453,604.0,0.34,987,1249,0.79,455.0,2470.0,2925,2718,741.0,139.0,1061.0,901,7803,20,1470
Jamal Murray,536,3551,7799,0.455,1146.0,0.381,1375,1580,0.87,405.0,1613.0,2018,2509,542.0,197.0,1086.0,982,9623,1,1471
Ken Murray,181,541,1617,0.335,,,389,521,0.747,,,599,482,,,,350,1471,1,1472
Lamond Murray,736,3137,7301,0.43,528.0,0.36,1484,1955,0.759,936.0,2097.0,3033,978,684.0,319.0,1207.0,1471,8286,0,1473
Ronald Murray,487,1806,4360,0.414,328.0,0.304,877,1210,0.725,192.0,814.0,1006,1096,404.0,100.0,742.0,795,4817,0,1474
Tracy Murray,659,2181,5070,0.43,753.0,0.388,828,999,0.829,505.0,1144.0,1649,508,361.0,161.0,603.0,1099,5943,0,1475
Dorie Murrey,357,593,1394,0.425,,,497,732,0.679,,,1555,226,,,,827,1683,0,1476
Mike Muscala,548,1144,2538,0.451,519.0,0.373,399,481,0.83,428.0,1271.0,1699,464,174.0,248.0,302.0,780,3206,0,1477
Dikembe Mutombo,1196,4169,8045,0.518,0.0,0.0,3391,4960,0.684,3808.0,8551.0,12359,1240,494.0,3289.0,2173.0,3383,11729,10,1478
Pete Myers,377,660,1568,0.421,32.0,0.219,452,677,0.668,220.0,451.0,671,807,263.0,76.0,465.0,681,1804,0,1479
Svi Mykhailiuk,331,763,1897,0.402,444.0,0.36,199,260,0.765,118.0,471.0,589,462,177.0,33.0,290.0,314,2169,0,1480
Mamadou N'Diaye,69,85,199,0.427,0.0,0.0,92,125,0.736,88.0,137.0,225,8,17.0,64.0,40.0,146,262,0,1481
Boštjan Nachbar,317,744,1834,0.406,325.0,0.375,439,560,0.784,126.0,710.0,836,283,135.0,84.0,280.0,698,2252,0,1482
Abdel Nader,202,333,778,0.428,125.0,0.357,135,188,0.718,52.0,324.0,376,110,76.0,55.0,133.0,245,926,0,1483
Lee Nailon,306,1121,2366,0.474,1.0,0.111,379,482,0.786,379.0,557.0,936,298,133.0,53.0,320.0,596,2622,0,1484
Eduardo Nájera,619,1204,2505,0.481,110.0,0.311,534,796,0.671,897.0,1410.0,2307,493,446.0,231.0,402.0,1378,3052,0,1485
Larry Nance,920,6370,11664,0.546,8.0,0.145,2939,3892,0.755,2299.0,5053.0,7352,2393,872.0,2027.0,1711.0,2703,15687,3,1486
Larry Nance Jr.,546,1727,3204,0.539,241.0,0.353,509,731,0.696,1005.0,2336.0,3341,1017,621.0,268.0,504.0,1152,4204,0,1487
Shabazz Napier,345,808,2034,0.397,345.0,0.345,472,579,0.815,104.0,553.0,657,849,286.0,48.0,452.0,404,2433,1,1488
Bob Nash,236,468,1091,0.429,0.0,0.0,167,229,0.729,202.0,302.0,538,159,63.0,45.0,145.0,305,1103,0,1489
Steve Nash,1217,6321,12892,0.49,1685.0,0.428,3060,3384,0.904,643.0,2999.0,3642,10335,899.0,102.0,3478.0,1982,17387,3,1490
Swen Nater,722,3714,6939,0.535,1.0,0.1,1551,2074,0.748,2422.0,5918.0,8340,1235,364.0,427.0,1537.0,2193,8980,1,1491
Calvin Natt,599,4003,7580,0.528,16.0,0.219,2269,2954,0.768,1370.0,2700.0,4070,1306,525.0,191.0,1256.0,1386,10291,0,1492
Kenny Natt,49,65,156,0.417,2.0,0.2,18,29,0.621,17.0,23.0,40,41,12.0,1.0,35.0,57,150,0,1493
Willie Naulls,716,4526,11145,0.406,,,2253,2774,0.812,,,6508,1114,,,,2216,11305,0,1494
Gary Neal,352,1275,3021,0.422,460.0,0.382,460,541,0.85,81.0,679.0,760,573,145.0,10.0,365.0,525,3470,0,1495
Lloyd Neal,435,1981,4087,0.485,,,884,1316,0.672,686.0,1717.0,3370,632,178.0,324.0,102.0,1271,4846,0,1496
Ed Nealy,540,553,1111,0.498,38.0,0.292,307,449,0.684,585.0,1214.0,1799,392,256.0,51.0,226.0,893,1451,0,1497
Don Nelson,1053,4017,8373,0.48,,,2864,3744,0.765,273.0,723.0,5192,1526,65.0,35.0,,2451,10898,0,1498
Jameer Nelson,878,3790,8692,0.436,1153.0,0.368,1207,1491,0.81,426.0,2169.0,2595,4508,772.0,68.0,1831.0,2195,9940,0,1499
Louie Nelson,224,819,1874,0.437,,,475,644,0.738,197.0,330.0,527,436,202.0,21.0,48.0,437,2113,0,1500
Aaron Nesmith,288,909,1964,0.463,410.0,0.385,342,413,0.828,205.0,741.0,946,305,190.0,114.0,230.0,747,2570,0,1501
Rasho Nesterović,811,2570,5121,0.502,1.0,0.077,378,646,0.585,1513.0,2630.0,4143,836,330.0,934.0,748.0,2187,5519,0,1502
Raul Neto,435,935,2041,0.458,258.0,0.361,342,421,0.812,96.0,562.0,658,913,279.0,34.0,398.0,569,2470,0,1503
Bob Netolicky,618,4058,8248,0.492,12.0,0.194,1748,2644,0.661,2110.0,3408.0,5518,848,37.0,52.0,1182.0,1365,9876,0,1504
Johnny Neumann,455,2407,5558,0.433,145.0,0.269,1063,1392,0.764,601.0,633.0,1234,1345,226.0,74.0,1110.0,1383,6022,0,1505
Paul Neumann,451,1827,4136,0.442,,,1335,1670,0.799,,,1318,1453,,,,1293,4989,0,1506
Chuck Nevitt,155,99,226,0.438,0.0,,53,90,0.589,82.0,157.0,239,19,18.0,111.0,80.0,211,251,0,1507
Ira Newble,380,782,1753,0.446,85.0,0.341,281,361,0.778,403.0,711.0,1114,342,204.0,105.0,289.0,695,1930,0,1508
Mike Newlin,837,4720,10133,0.466,62.0,0.302,3005,3456,0.87,559.0,1367.0,2494,3364,702.0,58.0,878.0,2542,12507,0,1509
Johnny Newman,1159,4456,9671,0.461,600.0,0.336,3228,3984,0.81,950.0,1586.0,2536,1688,1064.0,246.0,1656.0,3199,12740,0,1510
Georges Niang,544,1455,3272,0.445,883.0,0.399,253,297,0.852,172.0,1182.0,1354,534,176.0,78.0,379.0,983,4046,0,1511
Jack Nichols,505,2022,5493,0.368,,,1225,1628,0.752,,,2793,965,,,,1518,5269,0,1512
Andrew Nicholson,285,708,1517,0.467,87.0,0.321,197,255,0.773,188.0,669.0,857,126,74.0,95.0,212.0,458,1700,0,1513
Kurt Nimphius,564,1451,2981,0.487,2.0,0.1,698,1045,0.668,883.0,1591.0,2474,681,191.0,696.0,559.0,1631,3602,0,1514
Norm Nixon,768,5219,10805,0.483,100.0,0.294,1527,1978,0.772,473.0,1518.0,1991,6386,1187.0,71.0,2368.0,1983,12065,0,1515
Zeke Nnaji,251,395,776,0.509,101.0,0.362,162,248,0.653,229.0,337.0,566,100,81.0,116.0,102.0,356,1053,0,1516
Joakim Noah,672,2248,4574,0.491,0.0,0.0,1385,1979,0.7,2141.0,3917.0,6058,1907,534.0,874.0,1133.0,1874,5881,7,1517
Chuck Noble,411,1362,3937,0.346,,,552,755,0.731,,,1075,1344,,,,1128,3276,0,1518
Andrés Nocioni,514,1932,4478,0.431,587.0,0.373,964,1206,0.799,354.0,1941.0,2295,614,215.0,228.0,724.0,1394,5415,0,1519
Nerlens Noel,467,1375,2518,0.546,3.0,0.2,585,893,0.655,898.0,1937.0,2835,501,588.0,683.0,593.0,1192,3338,0,1520
Paul Noel,201,259,889,0.291,,,143,225,0.636,,,85,140,,,,324,661,0,1521
Johnny Norlander,217,659,2004,0.329,,,493,728,0.677,,,9,218,,,,433,1811,0,1522
