name,games,fg,fga,fg_pct,fg3,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,tpl_dbl,id
Darren Collison,711,3272,6944,0.471,635.0,0.394,1682,1973,0.853,332.0,1557.0,1889,3545,820.0,106.0,1383.0,1212,8861,1,414
Nick Collison,910,2212,4146,0.534,21.0,0.208,914,1265,0.723,1766.0,2935.0,4701,939,446.0,469.0,878.0,2507,5359,0,415
Steve Colter,526,1295,2891,0.448,76.0,0.289,653,839,0.778,297.0,754.0,1051,1482,463.0,76.0,534.0,897,3319,0,416
Glen Combs,465,2652,6121,0.433,503.0,0.367,1859,2296,0.81,325.0,905.0,1230,1639,56.0,13.0,1151.0,1333,7666,0,417
Jeff Congdon,306,764,2029,0.377,102.0,0.285,365,457,0.799,111.0,384.0,601,1002,,,579.0,538,1995,0,418
Gene Conley,351,833,2244,0.371,,,403,613,0.657,,,2212,201,,,,1123,2069,0,419
Mike Conley,1172,5784,13204,0.438,1930.0,0.389,2972,3602,0.825,558.0,2896.0,3454,6625,1603.0,242.0,2180.0,2270,16470,0,420
Ed Conlin,486,1862,5039,0.37,,,1167,1556,0.75,,,2349,949,,,,1076,4891,0,421
Marty Conlon,379,967,1942,0.498,15.0,0.2,505,687,0.735,498.0,812.0,1310,378,148.0,73.0,413.0,684,2454,0,422
Pat Connaughton,595,1309,2990,0.438,681.0,0.356,280,362,0.773,406.0,1617.0,2023,829,283.0,159.0,329.0,698,3579,0,423
Lester Conner,687,1639,3618,0.453,22.0,0.202,1037,1378,0.753,633.0,1228.0,1861,2669,1085.0,64.0,914.0,1036,4337,3,424
Will Conroy,16,3,22,0.136,0.0,0.0,1,8,0.125,4.0,7.0,11,16,0.0,0.0,6.0,13,7,0,425
Anthony Cook,116,166,378,0.439,0.0,0.0,86,164,0.524,172.0,256.0,428,34,43.0,91.0,66.0,140,418,0,426
Brian Cook,421,915,2083,0.439,262.0,0.382,220,281,0.783,308.0,807.0,1115,252,135.0,134.0,252.0,789,2312,0,427
Daequan Cook,328,758,2056,0.369,442.0,0.359,156,192,0.813,75.0,628.0,703,243,120.0,48.0,177.0,478,2114,0,428
Darwin Cook,612,2479,5475,0.453,55.0,0.196,807,1056,0.764,424.0,884.0,1308,2248,1044.0,203.0,1122.0,1315,5820,0,429
Jeff Cook,518,1085,2351,0.462,1.0,0.056,563,786,0.716,857.0,1477.0,2334,707,306.0,215.0,569.0,1307,2734,0,430
Quinn Cook,188,479,1039,0.461,180.0,0.408,62,78,0.795,46.0,268.0,314,298,52.0,7.0,135.0,201,1200,0,431
Chuck Cooper,409,933,2750,0.339,,,859,1156,0.743,,,2431,734,,,,1196,2725,0,432
Michael Cooper,873,3014,6429,0.469,428.0,0.34,1273,1529,0.833,741.0,2028.0,2769,3666,1033.0,523.0,1429.0,2329,7729,0,433
Wayne Cooper,984,3242,7100,0.457,7.0,0.146,1286,1747,0.736,2149.0,3946.0,6095,852,295.0,1535.0,1181.0,3144,7777,0,434
Tyrone Corbin,1065,3918,8584,0.456,198.0,0.299,1732,2191,0.791,1726.0,3320.0,5046,1894,1228.0,270.0,1310.0,2627,9766,1,435
Dave Corzine,891,3097,6401,0.484,10.0,0.189,1411,1889,0.747,1747.0,3515.0,5262,1477,369.0,848.0,1340.0,1935,7615,0,436
Larry Costello,706,3095,7068,0.438,,,2432,2891,0.841,,,2705,3215,,,,2326,8622,3,437
Mel Counts,789,2665,6122,0.435,,,1186,1552,0.764,185.0,502.0,4756,1100,85.0,74.0,,2259,6516,0,438
Joe Courtney,96,106,245,0.433,2.0,0.667,50,79,0.633,65.0,75.0,140,27,20.0,23.0,47.0,110,264,0,439
DeMarcus Cousins,654,4562,9924,0.46,426.0,0.331,3252,4411,0.737,1692.0,4972.0,6664,1979,874.0,742.0,2149.0,2421,12802,9,440
Bob Cousy,924,6168,16468,0.375,,,4624,5756,0.803,,,4786,6955,,,,2242,16960,33,441
Robert Covington,614,2235,5469,0.409,1263.0,0.362,904,1114,0.811,552.0,2833.0,3385,884,938.0,578.0,861.0,1738,6637,0,442
Dave Cowens,766,5744,12499,0.46,1.0,0.071,2027,2590,0.783,1574.0,5122.0,10444,2910,599.0,488.0,543.0,2920,13516,6,443
Allen Crabbe,381,1226,2888,0.425,617.0,0.387,384,462,0.831,109.0,964.0,1073,434,223.0,104.0,285.0,764,3453,0,444
Torrey Craig,458,1029,2277,0.452,423.0,0.354,216,308,0.701,576.0,1226.0,1802,476,234.0,254.0,294.0,930,2697,0,445
Chris Crawford,252,609,1393,0.437,70.0,0.347,366,444,0.824,206.0,341.0,547,154,101.0,80.0,232.0,492,1654,0,446
Freddie Crawford,297,832,1864,0.446,,,367,617,0.595,,,746,610,,,,692,2031,0,447
Jamal Crawford,1327,6752,16467,0.41,2221.0,0.348,3694,4286,0.862,466.0,2482.0,2948,4541,1179.0,271.0,2476.0,2008,19419,0,448
Jordan Crawford,281,1286,3130,0.411,330.0,0.317,530,642,0.826,153.0,550.0,703,883,196.0,23.0,529.0,437,3432,3,449
Charlie Criss,418,1315,3045,0.432,19.0,0.179,885,1065,0.831,130.0,462.0,592,1335,366.0,21.0,640.0,589,3534,0,450
Dillard Crocker,154,444,1407,0.316,,,464,657,0.706,,,215,205,,,,557,1352,0,451
Geoff Crompton,82,40,108,0.37,0.0,,19,43,0.442,47.0,92.0,139,28,10.0,23.0,43.0,91,99,0,452
Austin Croshere,659,1491,3659,0.407,429.0,0.34,1064,1236,0.861,700.0,1949.0,2649,627,245.0,216.0,656.0,1094,4475,0,453
John Crotty,477,625,1449,0.431,144.0,0.384,509,608,0.837,136.0,366.0,502,999,181.0,20.0,428.0,597,1903,0,454
Jae Crowder,812,2590,6194,0.418,1232.0,0.347,1103,1420,0.777,558.0,2833.0,3391,1281,789.0,269.0,674.0,1633,7515,0,455
Pat Cummings,683,2734,5506,0.497,0.0,0.0,1061,1440,0.737,1166.0,2659.0,3825,807,360.0,171.0,1152.0,2037,6529,0,456
Terry Cummings,1183,8045,16628,0.484,44.0,0.295,3326,4711,0.706,3183.0,5447.0,8630,2190,1255.0,650.0,2200.0,3836,19460,1,457
Billy Cunningham,770,6140,13587,0.452,15.0,0.263,4015,5502,0.73,485.0,1731.0,7981,3305,390.0,133.0,508.0,2845,16310,14,458
Dante Cunningham,715,1772,3777,0.469,216.0,0.345,373,575,0.649,804.0,1872.0,2676,506,459.0,336.0,352.0,1227,4133,0,459
Dick Cunningham,358,408,1004,0.406,,,196,308,0.636,1.0,17.0,1324,221,2.0,2.0,,502,1012,0,460
Earl Cureton,674,1545,3263,0.473,0.0,0.0,530,985,0.538,1189.0,1983.0,3172,678,341.0,361.0,728.0,1535,3620,0,461
Bill Curley,147,157,354,0.444,2.0,0.222,78,105,0.743,124.0,166.0,290,60,61.0,44.0,75.0,345,394,0,462
Dell Curry,1083,5090,11146,0.457,1245.0,0.402,1245,1476,0.843,599.0,2018.0,2617,1909,985.0,238.0,1299.0,1795,12670,0,463
Eddy Curry,527,2578,4734,0.545,2.0,1.0,1662,2588,0.642,947.0,1778.0,2725,287,155.0,384.0,1174.0,1562,6820,0,464
Michael Curry,667,1094,2448,0.447,79.0,0.298,719,872,0.825,198.0,847.0,1045,804,333.0,66.0,459.0,1523,2986,0,465
Seth Curry,550,2007,4259,0.471,945.0,0.433,517,599,0.863,174.0,950.0,1124,1035,359.0,73.0,529.0,817,5476,0,466
Stephen Curry,1026,8648,18356,0.471,4058.0,0.423,4032,4424,0.911,669.0,4150.0,4819,6540,1553.0,265.0,3187.0,2310,25386,10,467
Quintin Dailey,528,2936,6460,0.454,21.0,0.158,1577,2025,0.779,421.0,886.0,1307,1188,500.0,51.0,1025.0,1231,7470,0,468
Samuel Dalembert,886,2810,5393,0.521,1.0,0.083,1193,1689,0.706,2289.0,4653.0,6942,465,437.0,1546.0,1271.0,2601,6814,0,469
Erick Dampier,987,2784,5595,0.498,2.0,0.125,1739,2779,0.626,2723.0,4282.0,7005,817,330.0,1398.0,1435.0,2869,7309,0,470
Louie Dampier,960,5982,13465,0.444,794.0,0.358,2521,3075,0.82,514.0,1696.0,2543,4687,504.0,163.0,1989.0,1852,15279,0,471
Bob Dandridge,839,6445,13317,0.484,2.0,0.167,2638,3382,0.78,908.0,2337.0,5715,2846,661.0,303.0,630.0,2940,15530,1,472
Antonio Daniels,872,2270,5109,0.444,359.0,0.311,1724,2173,0.793,219.0,1394.0,1613,2934,564.0,85.0,928.0,917,6623,0,473
Lloyd Daniels,200,553,1373,0.403,152.0,0.316,153,206,0.743,183.0,257.0,440,312,102.0,61.0,211.0,298,1411,0,474
Marquis Daniels,548,1772,3933,0.451,103.0,0.235,672,932,0.721,521.0,1031.0,1552,966,509.0,137.0,644.0,882,4319,0,475
Mel Daniels,639,4672,9985,0.468,3.0,0.088,2431,3699,0.657,2880.0,6648.0,9528,1140,155.0,362.0,1911.0,2309,11778,0,476
Troy Daniels,339,767,1914,0.401,555.0,0.395,143,179,0.799,74.0,372.0,446,185,100.0,21.0,187.0,429,2232,0,477
Adrian Dantley,955,8169,15121,0.54,7.0,0.171,6832,8351,0.818,2207.0,3248.0,5455,2830,944.0,150.0,2503.0,2550,23177,1,478
Brad Daugherty,548,3823,7189,0.532,2.0,0.143,2741,3670,0.747,1207.0,4020.0,5227,2028,422.0,397.0,1511.0,1466,10389,4,479
Bob Davies,462,2292,6067,0.378,,,2010,2647,0.759,,,980,2250,,,,1566,6594,0,480
Anthony Davis,787,7100,13589,0.522,375.0,0.296,4403,5546,0.794,2086.0,6330.0,8416,2009,1033.0,1815.0,1573.0,1840,18978,4,481
Antonio Davis,903,3187,7120,0.448,2.0,0.087,2665,3668,0.727,2323.0,4432.0,6755,1017,430.0,889.0,1346.0,2551,9041,0,482
Baron Davis,835,4888,11951,0.409,1332.0,0.32,2339,3292,0.711,762.0,2421.0,3183,6025,1530.0,360.0,2308.0,2361,13447,10,483
Brad Davis,961,2970,5820,0.51,270.0,0.321,1656,2001,0.828,301.0,1437.0,1738,4709,756.0,146.0,1377.0,2139,7866,0,484
Charles Davis,415,970,2152,0.451,19.0,0.17,255,346,0.737,378.0,630.0,1008,309,127.0,74.0,334.0,634,2214,0,485
Dale Davis,1094,3592,6779,0.53,0.0,0.0,1522,2708,0.562,3303.0,5302.0,8605,978,691.0,1270.0,1090.0,2878,8706,0,486
Dwight Davis,340,1130,2669,0.423,,,676,926,0.73,402.0,1026.0,1991,529,139.0,149.0,,1076,2936,0,487
Ed Davis,722,1773,3128,0.567,0.0,0.0,745,1277,0.583,1590.0,3026.0,4616,539,349.0,566.0,532.0,1749,4291,0,488
Emanual Davis,226,402,1020,0.394,156.0,0.352,140,178,0.787,79.0,361.0,440,396,167.0,29.0,267.0,344,1100,0,489
Glen Davis,514,1614,3611,0.447,10.0,0.182,873,1247,0.7,731.0,1505.0,2236,457,357.0,173.0,528.0,1238,4111,0,490
Hubert Davis,685,2108,4600,0.458,728.0,0.441,639,763,0.837,209.0,836.0,1045,1172,297.0,44.0,646.0,1011,5583,0,491
Jim Davis,597,1518,3291,0.461,,,961,1425,0.674,198.0,380.0,3109,739,89.0,66.0,,1463,3997,0,492
Johnny Davis,750,3699,8258,0.448,33.0,0.176,2279,2777,0.821,560.0,945.0,1505,3368,683.0,116.0,1398.0,1469,9710,0,493
Josh Davis,67,56,150,0.373,23.0,0.329,21,29,0.724,49.0,66.0,115,19,17.0,5.0,21.0,70,156,0,494
Lee Davis,453,1510,3130,0.482,7.0,0.189,484,797,0.607,815.0,1380.0,2195,435,68.0,80.0,420.0,1071,3511,0,495
Mark Davis,230,473,1071,0.442,28.0,0.246,287,438,0.655,291.0,406.0,697,294,200.0,75.0,324.0,481,1261,0,496
Mickey Davis,309,604,1328,0.455,0.0,0.0,334,400,0.835,203.0,412.0,841,304,76.0,16.0,17.0,386,1542,0,497
Ricky Davis,736,3747,8410,0.446,583.0,0.361,1835,2349,0.781,566.0,1984.0,2550,2426,732.0,187.0,1606.0,1430,9912,0,498
Ron Davis,78,157,374,0.42,2.0,0.25,101,177,0.571,56.0,83.0,139,53,43.0,11.0,66.0,115,417,0,499
Terence Davis,228,661,1525,0.433,330.0,0.366,166,201,0.826,101.0,524.0,625,306,151.0,51.0,225.0,395,1818,0,500
Terry Davis,480,1202,2545,0.472,3.0,0.158,654,1081,0.605,1106.0,1781.0,2887,273,183.0,149.0,518.0,1176,3061,0,501
Walt Davis,325,623,1651,0.377,,,312,449,0.695,,,1397,231,,,,915,1558,0,502
Walter Davis,1033,8118,15871,0.511,157.0,0.272,3128,3676,0.851,889.0,2164.0,3053,3878,1280.0,133.0,2541.0,2454,19521,0,503
Warren Davis,447,2022,4215,0.48,2.0,0.125,1403,2030,0.691,1380.0,2717.0,4097,944,,,1076.0,1507,5449,0,504
Darryl Dawkins,726,3477,6079,0.572,2.0,0.133,1777,2593,0.685,1125.0,3307.0,4432,917,345.0,1023.0,1621.0,2784,8733,0,505
Johnny Dawkins,541,2361,5175,0.456,180.0,0.33,1082,1262,0.857,333.0,1003.0,1336,2997,618.0,29.0,1108.0,837,5984,0,506
Tony Dawson,6,7,15,0.467,2.0,0.5,1,1,1.0,2.0,3.0,5,1,0.0,0.0,3.0,4,17,0,507
Todd Day,483,2036,5017,0.406,568.0,0.345,1277,1727,0.739,578.0,1071.0,1649,713,532.0,291.0,717.0,1348,5917,0,508
Austin Daye,293,567,1410,0.402,188.0,0.351,200,257,0.778,143.0,621.0,764,212,116.0,117.0,204.0,480,1522,0,509
Darren Daye,328,849,1730,0.491,2.0,0.118,525,771,0.681,321.0,523.0,844,672,191.0,53.0,429.0,607,2225,0,510
Dave DeBusschere,875,5722,13249,0.432,,,2609,3730,0.699,134.0,623.0,9618,2497,67.0,39.0,,2801,14053,4,511
Andrew DeClercq,587,1118,2207,0.507,0.0,0.0,579,932,0.621,1025.0,1463.0,2488,339,390.0,301.0,550.0,1789,2815,0,512
DeMar DeRozan,1187,9064,19315,0.469,615.0,0.3,6549,7778,0.842,835.0,4373.0,5208,4869,1170.0,393.0,2379.0,2659,25292,1,513
Dewayne Dedmon,515,1287,2445,0.526,187.0,0.336,494,676,0.731,784.0,2186.0,2970,358,258.0,409.0,497.0,1290,3255,0,514
Terry Dehere,402,1082,2632,0.411,328.0,0.378,743,954,0.779,144.0,444.0,588,1034,213.0,36.0,617.0,830,3235,0,515
Sam Dekker,201,451,944,0.478,89.0,0.288,103,170,0.606,191.0,416.0,607,160,101.0,37.0,98.0,201,1094,0,516
Vinny Del Negro,771,2863,6031,0.475,243.0,0.359,1069,1273,0.84,284.0,1526.0,1810,2484,576.0,65.0,820.0,1466,7038,0,517
Bison Dele,413,1847,3499,0.528,2.0,0.143,840,1215,0.691,853.0,1711.0,2564,440,320.0,355.0,822.0,1297,4536,0,518
Carlos Delfino,507,1472,3669,0.401,678.0,0.365,493,650,0.758,287.0,1528.0,1815,887,461.0,88.0,509.0,827,4115,0,519
Tony Delk,545,1874,4593,0.408,472.0,0.343,737,958,0.769,349.0,1002.0,1351,1024,447.0,77.0,573.0,862,4957,0,520
Matthew Dellavedova,479,894,2323,0.385,409.0,0.363,313,375,0.835,168.0,643.0,811,1690,213.0,21.0,562.0,865,2510,0,521
George Dempsey,315,591,1453,0.407,,,392,593,0.661,,,1125,711,,,,602,1574,0,522
Luol Deng,902,5130,11257,0.456,658.0,0.332,2443,3175,0.769,1462.0,4006.0,5468,2042,880.0,444.0,1459.0,1499,13361,0,523
Randy Denton,413,2035,4303,0.473,3.0,0.214,676,868,0.779,1200.0,2347.0,3547,528,135.0,126.0,581.0,1058,4749,0,524
Ernie DiGregorio,312,1268,3052,0.415,,,461,511,0.902,128.0,482.0,610,1594,190.0,14.0,93.0,656,2997,0,525
Donte DiVincenzo,416,1583,3710,0.427,917.0,0.38,386,500,0.772,378.0,1405.0,1783,1199,495.0,112.0,596.0,745,4469,0,526
Derrick Dial,82,103,277,0.372,8.0,0.19,39,58,0.672,45.0,88.0,133,63,21.0,11.0,35.0,51,253,0,527
Cheick Diallo,183,401,673,0.596,2.0,0.286,154,199,0.774,179.0,580.0,759,78,56.0,73.0,117.0,273,958,0,528
Hamidou Diallo,265,908,1834,0.495,76.0,0.274,380,610,0.623,269.0,740.0,1009,283,225.0,76.0,280.0,580,2272,0,529
Boris Diaw,1064,3805,7711,0.493,475.0,0.336,1054,1470,0.717,1258.0,3376.0,4634,3684,648.0,510.0,1897.0,2269,9139,6,530
Dan Dickau,300,608,1517,0.401,179.0,0.341,350,421,0.831,75.0,330.0,405,752,164.0,11.0,324.0,514,1745,0,531
Kaniel Dickens,19,8,20,0.4,3.0,0.333,3,4,0.75,5.0,7.0,12,2,2.0,2.0,3.0,9,22,0,532
Michael Dickerson,212,1219,2824,0.432,288.0,0.402,531,677,0.784,178.0,431.0,609,553,213.0,85.0,407.0,551,3257,0,533
Derrek Dickey,321,854,1818,0.47,,,254,341,0.745,563.0,1012.0,1575,346,129.0,60.0,40.0,609,1962,0,534
Travis Diener,179,298,768,0.388,164.0,0.353,94,111,0.847,39.0,204.0,243,432,76.0,9.0,99.0,200,854,0,535
Gorgui Dieng,628,1736,3500,0.496,196.0,0.355,923,1167,0.791,1048.0,2486.0,3534,837,468.0,549.0,687.0,1339,4591,0,536
Connie Dierking,706,2867,6880,0.417,,,1360,1951,0.697,,,4757,1053,,,,2075,7094,0,537
Coby Dietrick,842,2150,4655,0.462,6.0,0.194,834,1134,0.735,1192.0,2580.0,3772,1740,666.0,520.0,992.0,2336,5140,0,538
Bill Dinwiddie,220,404,1095,0.369,,,166,272,0.61,,,720,129,,,,381,974,0,539
Spencer Dinwiddie,621,2625,6335,0.414,967.0,0.333,1861,2337,0.796,254.0,1597.0,1851,3153,448.0,167.0,1007.0,1345,8078,1,540
Ike Diogu,225,488,958,0.509,1.0,0.5,371,472,0.786,275.0,414.0,689,69,36.0,65.0,200.0,425,1348,0,541
DeSagana Diop,601,503,1177,0.427,1.0,0.167,178,381,0.467,834.0,1385.0,2219,270,227.0,630.0,355.0,1219,1185,0,542
Terry Dischinger,652,3457,6836,0.506,,,2098,2768,0.758,,,3646,1151,,,,2055,9012,0,543
Vlade Divac,1134,5205,10510,0.495,100.0,0.235,2888,4176,0.692,2881.0,6445.0,9326,3541,1288.0,1631.0,2470.0,3609,13398,8,544
Juan Dixon,436,1400,3393,0.413,331.0,0.341,547,657,0.833,155.0,661.0,816,775,341.0,34.0,552.0,733,3678,0,545
Michael Doleac,587,1246,2838,0.439,1.0,0.125,389,492,0.791,582.0,1373.0,1955,343,200.0,209.0,376.0,1315,2882,0,546
James Donaldson,957,3105,5442,0.571,0.0,,1993,2722,0.732,2060.0,5432.0,7492,765,336.0,1267.0,1454.0,2025,8203,0,547
Luka Dončić,450,4359,9321,0.468,1378.0,0.35,2782,3704,0.751,427.0,3454.0,3881,3700,556.0,203.0,1777.0,1028,12878,82,548
Keyon Dooling,728,1810,4356,0.416,446.0,0.349,1001,1253,0.799,132.0,832.0,964,1601,463.0,75.0,803.0,1221,5067,0,549
Joey Dorsey,130,142,266,0.534,0.0,0.0,60,160,0.375,198.0,315.0,513,55,67.0,44.0,86.0,256,344,0,550
Tyler Dorsey,107,255,651,0.392,117.0,0.351,83,124,0.669,45.0,200.0,245,135,31.0,7.0,64.0,116,710,0,551
Luguentz Dort,363,1511,3706,0.408,734.0,0.36,686,868,0.79,391.0,1012.0,1403,585,348.0,150.0,406.0,1059,4442,0,552
Damyean Dotson,213,603,1446,0.417,253.0,0.345,135,190,0.711,58.0,474.0,532,315,109.0,20.0,151.0,255,1594,0,553
Leon Douglas,456,1386,2798,0.495,0.0,0.0,815,1355,0.601,1045.0,1909.0,2954,479,210.0,325.0,660.0,1631,3587,0,554
Sherman Douglas,765,3335,6886,0.484,154.0,0.267,1601,2361,0.678,558.0,1114.0,1672,4536,785.0,76.0,1761.0,1615,8425,1,555
Toney Douglas,394,1093,2705,0.404,444.0,0.354,379,460,0.824,213.0,662.0,875,889,349.0,30.0,410.0,775,3009,0,556
Chris Douglas-Roberts,222,574,1309,0.439,84.0,0.329,339,408,0.831,83.0,389.0,472,254,128.0,55.0,200.0,287,1571,0,557
Sonny Dove,222,994,2173,0.457,6.0,0.222,464,717,0.647,501.0,719.0,1334,219,,,427.0,679,2458,0,558
PJ Dozier,130,270,670,0.403,85.0,0.311,75,116,0.647,67.0,270.0,337,204,65.0,35.0,93.0,177,700,0,559
Goran Dragić,946,4605,10029,0.459,1150.0,0.362,2208,2883,0.766,643.0,2173.0,2816,4405,876.0,167.0,2064.0,2119,12568,2,560
Greg Dreiling,474,375,803,0.467,3.0,0.333,261,402,0.649,287.0,731.0,1018,186,82.0,137.0,250.0,923,1014,0,561
Bryce Drew,243,419,1096,0.382,150.0,0.371,93,112,0.83,56.0,239.0,295,524,123.0,10.0,209.0,291,1081,0,562
John Drew,739,5481,11658,0.47,10.0,0.175,4319,5774,0.748,2158.0,2930.0,5088,1224,1004.0,193.0,1402.0,2641,15291,0,563
Larry Drew,714,3308,7085,0.467,118.0,0.291,1376,1724,0.798,259.0,1006.0,1265,3702,791.0,45.0,1565.0,1286,8110,0,564
Clyde Drexler,1086,8335,17673,0.472,827.0,0.318,4698,5962,0.788,2615.0,4062.0,6677,6125,2207.0,719.0,2977.0,3285,22195,25,565
Terry Driscoll,274,449,1071,0.419,0.0,,229,330,0.694,117.0,186.0,1114,221,31.0,22.0,28.0,588,1127,0,566
Andre Drummond,904,4740,8753,0.542,18.0,0.129,1795,3696,0.486,3765.0,7216.0,10981,1107,1133.0,1148.0,1622.0,2599,11293,0,567
Kevin Duckworth,684,3216,6870,0.468,5.0,0.208,1648,2239,0.736,1369.0,2576.0,3945,598,329.0,316.0,1237.0,2195,8085,0,568
Charles Dudley,361,686,1380,0.497,,,536,798,0.672,403.0,680.0,1089,1230,284.0,13.0,227.0,722,1908,0,569
Chris Dudley,886,1391,3380,0.412,0.0,0.0,691,1508,0.458,2234.0,3223.0,5457,375,334.0,1027.0,740.0,2328,3473,0,570
Jared Dudley,904,2408,5197,0.463,883.0,0.393,934,1276,0.732,805.0,2044.0,2849,1394,710.0,167.0,763.0,1636,6633,0,571
Chris Duhon,606,1353,3440,0.393,649.0,0.363,591,754,0.784,200.0,1164.0,1364,2690,471.0,36.0,925.0,965,3946,1,572
Walter Dukes,553,1912,5175,0.369,,,1941,2773,0.7,,,6223,608,,,,2260,5765,0,573
Joe Dumars,1018,5994,13026,0.46,990.0,0.382,3423,4059,0.843,671.0,1532.0,2203,4612,902.0,83.0,2084.0,1826,16401,0,574
Tim Duncan,1392,10285,20334,0.506,30.0,0.179,5896,8468,0.696,3859.0,11232.0,15091,4225,1025.0,3020.0,3381.0,3304,26496,4,575
Mike Dunleavy,438,1311,2809,0.467,142.0,0.339,732,904,0.81,147.0,542.0,689,1723,329.0,25.0,713.0,1013,3496,0,576
Mike Dunleavy,986,3935,8926,0.441,1304.0,0.377,1874,2333,0.803,698.0,3513.0,4211,2185,719.0,324.0,1369.0,1986,11048,0,577
Kris Dunn,407,1271,2907,0.437,261.0,0.327,313,425,0.736,211.0,1144.0,1355,1617,597.0,171.0,634.0,1114,3116,0,578
T.R. Dunn,993,2030,4443,0.457,1.0,0.05,972,1341,0.725,1729.0,2642.0,4371,1631,1316.0,252.0,815.0,2072,5033,0,579
Ronald Dupree,157,218,510,0.427,5.0,0.385,114,204,0.559,116.0,223.0,339,100,57.0,29.0,90.0,252,555,0,580
Kevin Durant,1123,10542,20999,0.502,2191.0,0.39,7296,8271,0.882,740.0,7088.0,7828,4908,1174.0,1273.0,3554.0,2137,30571,18,581
Ledell Eackles,441,1810,4071,0.445,137.0,0.336,1026,1338,0.767,362.0,617.0,979,740,249.0,31.0,600.0,794,4783,0,582
Jim Eakins,767,2900,5753,0.504,0.0,0.0,2455,3114,0.788,1914.0,3664.0,5578,1345,192.0,450.0,1362.0,2295,8255,0,583
Mark Eaton,875,2072,4526,0.458,0.0,0.0,1072,1653,0.649,1857.0,5082.0,6939,840,368.0,3064.0,1293.0,2955,5216,6,584
Jerry Eaves,168,416,882,0.472,1.0,0.071,299,387,0.773,64.0,144.0,208,414,85.0,8.0,251.0,218,1132,0,585
Tyus Edney,226,583,1438,0.405,65.0,0.322,497,617,0.806,122.0,271.0,393,910,217.0,6.0,395.0,387,1728,0,586
Anthony Edwards,381,3200,7167,0.446,1109.0,0.364,1588,1976,0.804,281.0,1736.0,2017,1600,504.0,233.0,1099.0,770,9097,0,587
Blue Edwards,704,3021,6362,0.475,304.0,0.335,1239,1590,0.779,698.0,1678.0,2376,1409,728.0,297.0,1187.0,1923,7585,1,588
Franklin Edwards,296,738,1644,0.449,1.0,0.03,325,409,0.795,78.0,222.0,300,774,249.0,21.0,398.0,348,1802,0,589
James Edwards,1168,5802,11724,0.495,1.0,0.048,3257,4666,0.698,1804.0,4200.0,6004,1499,420.0,867.0,1931.0,4042,14862,0,590
Kevin Edwards,604,2650,6259,0.423,176.0,0.335,1120,1395,0.803,516.0,1137.0,1653,1609,825.0,197.0,1138.0,1028,6596,0,591
Johnny Egan,712,2089,4867,0.429,,,1343,1668,0.805,,,1294,2102,,,,1441,5521,0,592
Craig Ehlo,873,2977,6579,0.453,621.0,0.369,917,1330,0.689,996.0,2143.0,3139,2456,989.0,232.0,1225.0,1695,7492,0,593
Howard Eisley,786,1881,4617,0.407,516.0,0.35,838,1013,0.827,208.0,1116.0,1324,2748,540.0,83.0,1172.0,1701,5116,0,594
Obinna Ekezie,143,165,390,0.423,0.0,0.0,180,250,0.72,146.0,237.0,383,31,38.0,27.0,95.0,254,510,0,595
Mario Elie,732,2123,4492,0.473,574.0,0.365,1445,1692,0.854,520.0,1497.0,2017,1875,671.0,129.0,960.0,1438,6265,0,596
Henry Ellenson,83,121,326,0.371,49.0,0.336,51,66,0.773,28.0,178.0,206,49,13.0,3.0,41.0,63,342,0,597
Wayne Ellington,770,2233,5441,0.41,1214.0,0.382,510,605,0.843,238.0,1405.0,1643,852,412.0,66.0,508.0,884,6190,0,598
Sean Elliott,742,3852,8290,0.465,589.0,0.375,2251,2816,0.799,819.0,2385.0,3204,1897,576.0,284.0,1328.0,1626,10544,0,599
Dale Ellis,1209,7323,15275,0.479,1719.0,0.403,2639,3365,0.784,1533.0,2668.0,4201,1746,974.0,183.0,1771.0,2480,19004,0,600
Harold Ellis,145,312,592,0.527,1.0,0.048,215,329,0.653,177.0,114.0,291,89,159.0,18.0,111.0,252,840,0,601
Joe Ellis,524,1946,4884,0.398,,,731,1005,0.727,37.0,85.0,2686,716,33.0,9.0,,1397,4623,0,602
LaPhonso Ellis,624,2895,6409,0.452,241.0,0.302,1379,1888,0.73,1320.0,2712.0,4032,981,433.0,477.0,1001.0,1934,7410,0,603
LeRon Ellis,91,110,254,0.433,0.0,,57,93,0.613,87.0,133.0,220,29,25.0,37.0,35.0,105,277,0,604
Leroy Ellis,1048,4143,9378,0.442,,,1890,2595,0.728,534.0,1060.0,8709,1405,146.0,151.0,,2661,10176,1,605
Monta Ellis,833,5723,12688,0.451,737.0,0.314,2675,3463,0.772,520.0,2354.0,2874,3856,1409.0,281.0,2246.0,1950,14858,0,606
Pervis Ellison,474,1826,3579,0.51,1.0,0.05,841,1221,0.689,1087.0,2083.0,3170,691,293.0,752.0,798.0,1493,4494,0,607
Len Elmore,658,1627,3968,0.41,1.0,0.2,693,955,0.726,1103.0,2257.0,3360,616,582.0,674.0,780.0,1809,3948,0,608
Francisco Elson,472,725,1517,0.478,3.0,0.188,273,390,0.7,497.0,1141.0,1638,260,228.0,255.0,355.0,1000,1726,0,609
Melvin Ely,375,783,1702,0.46,0.0,0.0,426,682,0.625,448.0,767.0,1215,261,99.0,209.0,392.0,765,1992,0,610
