name,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Alton Lister,,953,582,18965,12.9,.539,.002,.433,10.9,24.5,17.7,6.4,0.9,4.6,19.9,15.7,5.4,31.2,36.6,.093,-2.6,1.3,-1.4,3.1,
Nassir Little,,237,36,3735,11.3,.561,.492,.235,4.7,15.7,10.1,6.4,0.9,2.3,9.5,14.9,2.9,1.9,4.7,.061,-1.6,-1.0,-2.6,-0.5,
Gene Littles,,450,,11310,13.4,.526,.031,.333,4.8,7.4,6.3,15.3,2.5,0.4,14.4,15.1,12.2,11.2,23.4,.099,-0.5,1.0,0.5,1.8,
Randy Livingston,,203,19,2684,10.0,.469,.130,.227,3.3,8.6,6.0,23.8,2.4,0.9,21.3,17.5,-0.9,3.2,2.3,.041,-3.2,0.7,-2.5,-0.3,
Shaun Livingston,,833,191,17188,12.5,.531,.017,.262,3.3,9.8,6.6,21.8,1.7,1.4,17.3,15.6,13.8,16.1,29.9,.084,-1.5,0.5,-1.0,4.3,
Earl Lloyd,,560,,14477,10.7,.416,,.309,,,,,,,,,-0.5,19.6,19.1,.062,,,,,
Lewis Lloyd,,388,260,9406,16.4,.559,.011,.243,5.6,8.2,6.9,17.2,1.8,0.8,15.2,22.7,12.2,7.6,19.8,.101,1.1,-0.3,0.8,6.6,
Scott Lloyd,,372,17,5638,8.5,.480,.005,.364,8.1,13.9,10.9,8.6,0.8,0.7,18.0,15.0,0.2,2.3,2.5,.021,-3.2,-1.2,-4.3,-3.4,
John Logan,,258,,,,.385,,.341,,,,,,,,,17.7,10.1,27.8,,,,,,
Brad Lohaus,,656,116,10378,12.3,.516,.310,.147,5.3,15.7,10.4,10.1,1.5,3.1,12.9,17.7,4.4,10.8,15.2,.070,-1.2,0.5,-0.7,3.5,
Grant Long,,1003,673,28514,13.3,.536,.039,.440,8.6,16.3,12.4,9.2,2.2,0.9,15.5,16.1,27.2,32.9,60.1,.101,-1.2,0.6,-0.6,10.2,
John Long,,893,432,22680,14.2,.512,.029,.193,4.6,7.3,5.9,11.4,1.9,0.4,11.6,23.5,15.7,16.4,32.0,.068,-0.5,-0.8,-1.3,3.7,
Luc Longley,,567,362,12006,11.8,.503,.001,.260,8.4,18.4,13.4,10.7,1.2,3.2,18.8,18.5,-0.4,17.9,17.5,.070,-3.5,0.9,-2.6,-1.9,
Kevon Looney,,599,262,10309,15.7,.592,.030,.337,13.8,21.8,17.9,12.3,1.4,2.7,12.2,11.9,22.3,15.1,37.4,.174,-0.7,1.1,0.4,6.2,
Brook Lopez,,1105,1065,33522,18.5,.578,.227,.287,7.2,15.0,11.1,8.1,0.9,5.1,10.4,22.3,53.6,38.3,91.9,.132,1.1,0.2,1.3,27.8,
Robin Lopez,,992,607,20937,15.8,.574,.030,.270,11.3,13.1,12.2,6.2,0.5,3.9,12.8,17.5,31.8,17.8,49.6,.114,-0.5,-0.6,-1.1,4.6,
Jim Loscutoff,,511,,9431,8.3,.376,,.194,,,,,,,,,-12.5,16.0,3.4,.017,,,,,
Kevin Loughery,,755,50,22208,13.7,.472,,.301,,,4.6,17.4,,,,,12.1,17.7,29.8,.064,,,,,
Bob Love,,789,,25120,14.9,.485,,.294,5.7,11.3,8.6,7.0,1.1,0.3,,,23.2,27.3,50.4,.096,-0.5,-1.4,-1.8,0.4,
Kevin Love,,952,693,27505,20.8,.571,.392,.375,9.0,29.9,19.4,12.9,1.1,1.1,11.1,24.3,62.4,32.5,94.9,.166,3.8,-0.5,3.2,36.3,
Clyde Lovellette,,704,,19075,21.7,.491,,.291,,,,,,,,,45.2,25.4,70.6,.178,,,,,
Sidney Lowe,,193,40,3422,10.4,.444,.056,.393,2.6,8.9,5.6,28.5,2.8,0.2,23.2,10.2,0.6,3.4,3.9,.055,-2.6,1.0,-1.6,0.3,
Kyle Lowry,,1173,898,36680,17.3,.569,.484,.361,2.8,12.6,7.7,29.7,2.1,0.8,15.5,20.7,73.5,39.1,112.6,.147,2.1,0.6,2.7,43.3,
Jerry Lucas,,829,,32131,18.9,.544,,.294,4.0,20.1,15.3,12.0,0.8,0.8,,,63.6,34.8,98.4,.147,-0.1,1.3,1.3,1.4,
John Lucas,,928,430,25556,15.9,.509,.093,.281,2.1,7.1,4.6,33.6,2.4,0.2,16.9,18.7,33.8,19.9,53.7,.101,1.5,-0.3,1.3,21.1,
Kalin Lucas,,2,0,12,8.0,.347,.500,1.000,0.0,28.4,13.7,10.4,4.3,0.0,0.0,10.6,0.0,0.0,0.0,.091,-9.5,7.6,-1.9,0.0,
Maurice Lucas,,1021,244,30112,16.2,.519,.005,.311,9.7,23.6,16.7,11.7,1.2,1.2,15.4,22.0,28.4,40.6,69.0,.110,0.0,-0.3,-0.3,13.0,
John Lucas III,,242,8,2927,11.8,.467,.400,.084,2.2,7.1,4.6,20.9,1.6,0.1,9.4,21.3,1.3,2.1,3.4,.055,-0.5,-0.7,-1.2,0.6,
Tyronn Lue,,554,173,12564,13.2,.533,.291,.215,1.2,7.6,4.4,23.2,1.2,0.1,13.0,18.5,17.2,2.5,19.7,.075,-0.2,-1.6,-1.8,0.6,
Ray Lumpp,,300,,2739,12.7,.435,,.358,,,,,,,,,10.6,4.9,15.5,.067,,,,,
Timothé Luwawu-Cabarrot,,328,60,5254,8.6,.530,.577,.234,2.6,10.8,6.8,7.8,1.2,0.7,11.3,16.9,1.0,3.7,4.7,.043,-3.1,-0.9,-4.0,-2.7,
Trey Lyles,,650,131,11971,13.4,.553,.464,.250,5.4,21.0,13.2,8.5,1.1,1.7,10.4,18.2,10.1,11.9,22.0,.088,-0.4,-0.6,-1.0,3.0,
George Lynch,,774,420,17683,12.8,.490,.102,.259,9.6,15.5,12.5,10.2,2.4,1.1,14.6,15.4,10.0,22.4,32.3,.088,-1.1,0.7,-0.4,7.3,
Don MacLean,,319,111,6679,15.1,.520,.068,.358,6.0,15.0,10.4,10.3,0.9,0.5,10.6,24.4,7.0,2.4,9.4,.067,-0.4,-2.2,-2.5,-0.9,
Ed Macauley,,641,,18071,20.5,.522,,.574,,,,,,,,,84.4,16.1,100.4,.196,,,,,
Scott Machado,,10,0,40,13.7,.676,.167,.250,0.0,2.8,1.4,34.4,3.7,0.0,37.5,22.9,0.0,0.0,0.0,.013,-1.7,-0.3,-2.0,0.0,
Sam Mack,,259,105,5028,12.2,.525,.494,.173,2.5,9.5,6.1,10.9,1.7,0.5,10.3,19.1,4.9,2.5,7.4,.070,-0.6,-1.0,-1.6,0.5,
Shelvin Mack,,456,56,8392,12.3,.504,.333,.181,1.6,10.5,6.1,26.6,1.8,0.2,15.9,19.1,2.8,7.5,10.3,.059,-1.6,-0.4,-1.9,0.1,
Mark Macon,,251,104,5018,8.9,.429,.070,.198,3.7,6.6,5.1,12.6,3.5,0.3,14.1,19.1,-5.0,5.1,0.1,.001,-4.8,1.1,-3.7,-2.2,
Kyle Macy,,551,257,14246,14.0,.559,.131,.189,2.5,7.1,4.8,20.8,2.1,0.2,13.2,15.5,22.1,13.9,36.0,.121,0.2,0.5,0.7,9.6,
Gerald Madkins,,48,0,420,8.7,.499,.451,.296,0.8,6.2,3.4,22.8,3.0,0.2,26.5,11.6,-0.1,0.4,0.3,.038,-3.4,1.5,-1.9,0.0,
Mark Madsen,,453,70,5335,8.1,.482,.019,.482,12.2,12.6,12.4,4.9,1.2,1.4,16.9,10.5,3.3,4.9,8.2,.074,-3.7,-0.4,-4.1,-2.9,
Corey Maggette,,827,478,23358,17.9,.577,.160,.624,4.5,15.2,9.9,12.8,1.3,0.4,14.1,25.7,46.2,15.9,62.2,.128,1.3,-1.0,0.3,13.3,
Jamaal Magloire,,680,314,14621,13.5,.531,.002,.592,11.2,24.3,17.7,4.4,0.8,3.1,17.7,17.7,8.1,19.7,27.7,.091,-2.5,-0.4,-2.9,-3.1,
Ian Mahinmi,,618,133,10353,13.0,.567,.022,.579,10.2,18.9,14.6,5.1,1.7,3.4,17.5,14.8,9.0,17.1,26.1,.121,-3.2,1.2,-2.0,0.1,
John Mahnken,,414,,1352,10.1,.309,,.197,,,,,,,,,-12.4,13.6,1.2,-0.018,,,,,
Rick Mahorn,,1117,613,25779,11.6,.535,.006,.353,7.9,22.1,15.0,5.8,1.2,2.3,16.7,14.2,10.5,41.2,51.7,.096,-2.5,1.2,-1.3,4.5,
Dan Majerle,,955,454,30206,13.8,.538,.414,.245,4.3,11.6,8.1,13.3,2.0,0.8,9.9,16.2,44.5,34.0,78.5,.125,1.1,0.8,1.9,29.7,
Thon Maker,,263,65,3624,12.0,.539,.407,.356,6.8,15.7,11.3,6.3,1.3,4.1,11.2,15.5,2.6,4.0,6.6,.087,-2.3,0.2,-2.1,-0.1,
Jeff Malone,,905,755,29660,15.2,.533,.022,.231,2.2,6.7,4.4,12.0,1.0,0.2,8.7,25.1,36.7,17.5,54.2,.088,0.1,-1.6,-1.5,4.0,
Karl Malone,,1476,1471,54852,23.9,.577,.012,.503,7.9,23.5,16.0,17.6,1.9,1.5,12.4,29.4,142.2,92.4,234.6,.205,4.2,0.9,5.1,99.0,
Moses Malone,,1455,948,49444,22.0,.569,.004,.572,16.3,23.2,19.8,5.9,1.2,2.2,14.6,25.3,118.6,60.5,179.1,.174,3.1,-1.5,1.6,45.1,
Matt Maloney,,295,206,7470,10.6,.534,.559,.139,1.0,6.7,3.9,18.3,1.7,0.1,15.8,14.7,5.7,3.8,9.5,.061,-0.8,-0.5,-1.3,1.2,
Terance Mann,,412,169,9101,12.8,.595,.347,.222,5.0,12.4,8.8,12.1,1.2,0.9,10.2,14.9,13.3,8.2,21.5,.113,-0.8,0.0,-0.8,2.8,
Danny Manning,,883,398,24202,16.9,.552,.020,.317,7.1,14.4,10.8,13.8,2.1,2.1,14.2,23.1,26.7,28.5,55.1,.109,0.3,0.7,1.0,18.4,
Ed Manning,,604,0,10234,10.8,.481,.002,.195,6.4,17.0,11.6,6.2,2.2,0.5,13.3,15.0,2.4,12.2,14.6,.069,-1.6,0.5,-1.1,0.7,
Pace Mannion,,216,4,2125,9.4,.465,.127,.315,4.5,8.9,6.7,14.5,2.4,0.6,15.7,16.0,-0.6,2.2,1.7,.038,-2.9,0.9,-2.0,0.0,
Pete Maravich,,658,4,24316,18.4,.500,.001,.310,2.6,8.9,5.5,23.1,1.6,0.4,14.5,29.2,30.6,16.1,46.7,.092,1.6,-1.3,0.2,8.9,
Roy Marble,,29,0,194,4.0,.327,.029,.457,10.5,8.3,9.4,8.1,1.8,1.0,16.8,21.9,-0.6,0.1,-0.5,-0.122,-5.9,-2.8,-8.8,-0.3,
Stephon Marbury,,846,816,31891,18.7,.528,.229,.361,2.1,7.1,4.5,36.1,1.7,0.3,14.2,25.4,63.3,14.2,77.5,.117,3.2,-1.4,1.8,30.7,
Šarūnas Marčiulionis,,363,30,8123,16.7,.595,.111,.570,4.0,7.1,5.6,14.8,2.7,0.2,15.5,23.3,14.5,5.5,20.0,.118,0.5,-0.2,0.3,4.7,
Jack Marin,,849,,24590,15.2,.516,,.262,4.0,10.2,7.6,10.3,1.1,0.5,,,36.9,22.4,59.3,.116,-0.7,-1.0,-1.7,0.5,
Shawn Marion,,1163,1062,40097,18.8,.542,.159,.191,7.8,20.5,14.3,9.1,2.3,2.2,9.7,20.4,63.6,61.3,124.9,.150,1.7,1.0,2.7,47.6,
Boban Marjanović,,331,25,2882,25.3,.630,.035,.461,15.4,29.4,22.4,8.9,1.0,2.8,12.6,25.2,8.8,4.5,13.3,.222,2.8,-0.5,2.3,3.2,
Lauri Markkanen,,450,424,13958,17.3,.592,.495,.262,4.9,20.2,12.5,7.4,1.1,1.4,8.3,23.1,21.6,11.5,33.1,.114,2.1,-1.1,1.0,10.6,
Sean Marks,,230,11,2275,9.1,.488,.043,.299,8.3,17.8,13.1,3.6,0.8,3.0,15.1,16.0,-0.5,3.1,2.6,.055,-4.9,-0.1,-5.0,-1.7,
Donny Marshall,,119,0,919,8.7,.457,.461,.417,5.3,11.5,8.4,6.5,2.3,0.5,12.3,19.6,-0.4,1.3,0.9,.045,-3.5,-0.3,-3.8,-0.4,
Donyell Marshall,,957,422,25027,16.8,.516,.274,.236,8.5,20.6,14.5,9.2,1.7,2.5,11.1,20.9,27.3,31.6,59.0,.113,1.1,0.0,1.1,19.9,
Naji Marshall,,299,67,6403,12.9,.552,.364,.277,4.0,15.6,9.8,14.7,1.8,0.8,13.0,18.4,3.7,6.6,10.3,.077,-1.4,0.0,-1.4,0.9,
Tom Marshall,,168,,2587,13.6,.447,,.377,,,,,,,,,2.2,1.9,4.1,.076,,,,,
Caleb Martin,,311,112,7558,11.4,.548,.411,.226,4.8,13.5,9.1,9.7,1.8,1.8,11.6,15.7,3.3,8.5,11.8,.075,-1.9,0.4,-1.5,0.9,
Cartier Martin,,243,15,3351,10.1,.517,.534,.189,3.0,12.9,7.9,5.7,1.5,0.6,9.7,17.7,1.1,2.7,3.7,.054,-1.5,-0.6,-2.1,-0.1,
Cody Martin,,259,54,5678,11.2,.520,.391,.227,4.7,13.8,9.1,14.1,2.2,1.7,13.6,13.5,2.2,5.0,7.2,.061,-2.5,0.8,-1.7,0.4,
Darrick Martin,,514,178,9165,12.5,.500,.331,.306,1.3,6.3,3.7,26.2,1.9,0.2,15.2,20.2,6.8,2.7,9.6,.050,-1.0,-1.4,-2.5,-1.1,
Kenyon Martin,,757,667,23134,15.0,.513,.035,.299,6.5,19.1,12.8,10.6,2.0,2.8,12.7,20.2,11.9,36.1,48.0,.100,-1.0,1.1,0.1,12.1,
Kevin Martin,,714,504,21559,17.7,.585,.338,.465,2.1,10.0,6.1,10.6,1.5,0.3,10.2,24.4,49.3,12.0,61.3,.137,2.1,-1.1,1.0,16.1,
KJ Martin,,309,77,6674,13.7,.611,.291,.266,5.6,15.0,10.2,8.3,1.0,2.0,10.1,15.3,9.2,3.2,12.4,.089,-0.9,-0.8,-1.8,0.4,
Slater Martin,,745,,21889,11.6,.436,,.377,,,,,,,,,19.0,28.4,47.5,.087,,,,,
Jamal Mashburn,,611,584,22762,15.7,.504,.218,.297,3.4,13.0,8.2,19.3,1.5,0.3,12.1,25.8,22.4,21.3,43.7,.092,1.1,-0.8,0.3,13.4,
Anthony Mason,,882,559,30605,14.6,.563,.002,.499,7.4,20.1,13.9,15.2,1.1,0.6,15.3,15.2,48.6,39.7,88.3,.138,0.3,0.7,1.0,23.2,
Desmond Mason,,643,385,19641,12.7,.509,.039,.380,4.7,12.4,8.5,8.9,1.2,0.9,11.9,20.2,12.4,10.6,23.1,.056,-1.3,-1.1,-2.4,-2.1,
Roger Mason,,518,103,9147,10.9,.533,.528,.119,1.0,10.5,5.8,11.7,1.1,0.6,10.7,17.6,6.5,6.5,13.0,.068,-0.8,-0.6,-1.4,1.4,
Tony Massenburg,,683,233,12291,11.9,.519,.003,.391,9.6,18.1,13.8,3.5,1.1,1.9,14.4,17.3,6.3,9.3,15.6,.061,-3.2,-1.4,-4.5,-7.8,
Garrison Mathews,,314,64,5485,10.3,.617,.849,.335,1.9,9.2,5.5,5.4,1.4,1.0,7.2,13.5,7.6,2.2,9.8,.086,-1.6,-0.6,-2.2,-0.3,
Wes Matthews,,465,102,9305,13.0,.530,.052,.287,2.1,5.4,3.8,29.3,2.3,0.5,21.8,19.5,2.9,8.0,11.0,.057,-0.8,-0.4,-1.3,1.8,
Wesley Matthews,,986,757,28579,12.3,.558,.539,.229,2.0,8.9,5.4,9.9,1.7,0.6,9.6,17.5,32.1,23.4,55.5,.093,-0.4,0.2,-0.2,12.6,
Ariel Maughan,,259,,,,.340,,.293,,,,,,,,,-1.8,6.0,4.2,,,,,,
Tyrese Maxey,,318,245,10187,17.8,.577,.377,.247,1.2,9.3,5.3,22.4,1.4,1.0,7.7,25.1,18.7,7.8,26.5,.125,2.3,-1.0,1.3,8.6,
Jason Maxiell,,618,188,11379,13.0,.518,.002,.430,10.6,16.3,13.4,3.8,1.1,3.4,12.7,15.7,8.1,12.2,20.3,.086,-2.2,-0.3,-2.5,-1.4,
Cedric Maxwell,,835,620,23769,16.4,.629,.003,.730,9.9,14.5,12.2,10.4,1.3,1.0,18.1,17.1,53.2,25.3,78.5,.159,1.6,0.1,1.7,22.1,
Vernon Maxwell,,855,497,24309,12.7,.498,.398,.248,1.8,8.3,5.1,18.6,2.0,0.4,13.2,22.5,7.2,20.2,27.4,.054,-0.7,-0.5,-1.2,5.1,
Don May,,379,4,6619,14.4,.501,,.268,2.9,12.7,9.1,8.8,1.4,0.5,,,6.7,4.6,11.4,.082,-3.0,-0.4,-3.4,-0.3,
Scott May,,355,8,8029,14.2,.520,.003,.328,7.0,12.7,9.9,11.3,1.7,0.3,14.7,21.0,9.4,8.0,17.4,.104,-0.1,-0.6,-0.7,2.7,
Sean May,,119,25,1868,14.9,.508,.018,.322,9.5,21.2,15.2,10.9,1.5,1.9,14.2,22.8,0.5,2.2,2.6,.068,-1.4,-0.3,-1.7,0.2,
Lee Mayberry,,496,150,10337,10.1,.516,.440,.177,1.6,5.8,3.6,25.5,1.8,0.3,19.3,13.2,6.4,1.5,7.9,.036,-1.7,-1.2,-2.9,-2.3,
Eric Maynor,,267,2,3896,10.6,.470,.283,.185,2.1,8.2,5.2,29.5,1.5,0.4,18.8,17.3,0.5,2.8,3.3,.041,-1.7,-1.2,-2.9,-0.8,
O.J. Mayo,,547,325,16919,13.4,.530,.349,.206,2.0,9.8,5.9,15.6,1.7,0.7,13.7,22.1,10.1,11.7,21.8,.062,-0.1,-0.7,-0.9,4.7,
Luc Mbah a Moute,,689,453,16038,10.7,.516,.167,.328,6.6,13.3,9.8,5.7,1.9,1.3,13.2,13.6,6.5,19.5,26.0,.078,-2.2,0.7,-1.5,2.0,
Bob McAdoo,,852,1,28327,20.7,.551,.003,.354,7.6,21.8,14.7,10.5,1.3,2.3,14.3,25.8,56.3,32.8,89.1,.151,2.4,-0.2,2.2,27.2,
Bob McCann,,178,7,2385,10.2,.507,.008,.409,7.8,15.5,11.7,6.6,1.7,2.2,15.5,16.1,-0.2,2.2,2.0,.041,-3.5,-0.2,-3.8,-1.1,
Andre McCarter,,103,,1182,10.4,.462,.020,.175,2.8,5.7,4.2,19.3,1.4,0.0,14.0,15.1,0.4,0.8,1.1,.046,-1.9,-0.6,-2.5,-0.2,
Johnny McCarthy,,316,,8828,8.8,.396,,.317,,,,,,,,,-3.4,8.1,4.7,.026,,,,,
Walter McCarty,,593,108,10374,10.1,.501,.473,.214,4.4,12.9,8.6,10.3,1.9,1.3,14.6,15.4,3.5,10.3,13.8,.064,-1.8,0.1,-1.7,0.8,
Amal McCaskill,,114,4,968,7.7,.416,.014,.321,9.2,16.5,12.9,6.1,1.3,2.8,17.5,14.3,-0.8,1.3,0.5,.024,-5.1,0.3,-4.7,-0.7,
Patrick McCaw,,199,43,3373,7.8,.511,.434,.154,2.2,7.9,5.2,10.2,2.0,0.7,14.2,11.1,0.6,3.8,4.4,.062,-3.6,0.8,-2.8,-0.6,
Ted McClain,,555,0,12683,12.5,.501,.030,.299,3.9,9.1,6.5,19.5,3.2,0.4,20.5,18.3,4.3,16.9,21.2,.080,-1.9,1.8,-0.1,4.8,
George McCloud,,766,194,17429,12.7,.515,.419,.215,4.1,10.9,7.5,15.7,1.7,0.8,13.7,19.4,13.7,10.8,24.6,.068,-0.2,-0.6,-0.8,5.3,
CJ McCollum,,787,690,25264,17.3,.555,.386,.163,2.2,10.2,6.2,19.6,1.4,1.1,9.3,26.2,35.4,16.6,52.0,.099,2.3,-1.1,1.2,20.5,
T.J. McConnell,,706,97,14921,15.7,.551,.107,.113,2.8,12.2,7.5,34.3,2.7,0.7,18.7,17.3,15.9,16.1,32.0,.103,-0.5,0.9,0.3,8.8,
Tim McCormick,,483,210,10390,12.8,.579,.006,.460,8.5,17.6,13.1,6.9,0.7,1.1,15.1,16.5,12.3,9.2,21.5,.099,-1.2,-0.7,-2.0,0.0,
Jelani McCoy,,260,72,3824,12.6,.541,.000,.388,8.3,19.2,13.6,5.7,1.0,3.6,18.1,16.0,1.5,3.6,5.1,.064,-2.9,0.0,-2.9,-0.9,
Paul McCracken,,37,,437,11.0,.485,,.407,5.5,12.0,8.1,10.1,2.2,0.0,,,0.2,0.3,0.5,.060,-3.6,0.1,-3.6,-0.1,
Rodney McCray,,768,629,24876,14.4,.556,.031,.361,7.2,15.2,11.2,15.1,1.1,1.1,14.9,15.8,32.7,23.3,56.0,.108,0.7,0.3,1.0,19.1,
Xavier McDaniel,,870,529,25201,16.1,.522,.024,.261,9.2,14.7,11.9,11.0,1.5,1.0,12.7,24.5,23.9,24.0,47.8,.091,0.4,-0.9,-0.5,9.6,
Jaden McDaniels,,366,290,10449,11.1,.573,.412,.151,4.3,11.8,8.1,7.5,1.5,2.6,11.2,15.3,5.8,12.1,17.9,.082,-2.4,0.6,-1.8,0.5,
Jalen McDaniels,,252,45,4550,11.0,.545,.382,.232,4.2,15.8,9.9,9.0,1.8,1.7,12.1,16.7,0.9,4.3,5.3,.056,-3.1,-0.1,-3.3,-1.5,
Jim McDaniels,,271,,5242,16.8,.498,.000,.229,9.8,22.8,15.9,7.9,0.6,2.4,12.1,24.3,3.9,5.1,9.1,.083,-2.9,-0.5,-3.4,-0.6,
Doug McDermott,,697,97,13572,11.6,.592,.501,.135,2.1,9.6,5.8,7.1,0.5,0.4,7.9,17.5,15.3,6.2,21.5,.076,-0.4,-1.7,-2.1,-0.5,
Hank McDowell,,206,1,1857,10.0,.503,.014,.394,11.1,16.7,13.9,6.7,0.9,0.9,18.0,15.7,0.6,1.4,2.0,.052,-2.6,-1.0,-3.6,-0.8,
Antonio McDyess,,1015,645,28053,17.2,.529,.006,.313,10.2,21.2,15.7,8.1,1.5,2.8,12.3,21.4,31.5,38.3,69.8,.119,-0.3,0.2,-0.1,13.2,
Jim McElroy,,418,17,10178,12.9,.518,.010,.315,2.4,5.6,4.0,20.1,1.7,0.6,17.4,19.4,7.7,6.3,14.0,.066,-0.7,-0.5,-1.1,2.2,
JaVale McGee,,909,343,14676,19.6,.593,.015,.318,12.4,22.3,17.3,4.2,1.2,6.9,13.3,20.0,21.0,22.7,43.7,.143,-0.7,0.6,0.0,7.3,
Mike McGee,,520,136,9271,14.0,.535,.202,.191,6.8,6.7,6.7,9.9,1.9,0.3,11.9,23.1,8.0,7.1,15.1,.078,-0.2,-1.0,-1.3,1.7,
Billy McGill,,295,,5097,19.0,.549,.000,.320,,,11.7,9.4,,,15.4,21.7,13.9,3.0,16.9,.159,,,,,
George McGinnis,,842,591,28179,20.0,.509,.022,.450,11.0,21.3,16.1,16.3,2.5,0.8,17.3,27.3,28.5,46.1,74.6,.127,1.6,0.5,2.1,23.5,
Jon McGlocklin,,792,,20930,13.6,.522,,.169,1.6,5.1,3.7,14.6,1.2,0.2,,,31.7,15.4,47.1,.108,-0.7,-0.8,-1.5,0.5,
Tracy McGrady,,938,703,30658,22.1,.519,.207,.338,4.7,15.0,9.8,26.3,2.0,1.9,10.3,29.3,60.9,36.4,97.3,.152,4.7,0.5,5.2,55.7,
Rodney McGruder,,317,132,6158,9.6,.528,.515,.149,4.4,11.2,7.8,8.8,1.3,0.7,9.9,13.5,3.6,5.4,9.0,.070,-1.9,-0.1,-2.0,0.1,
Dick McGuire,,738,,17170,15.6,.455,,.539,,,,,,,,,29.6,21.2,50.9,.115,,,,,
Dominic McGuire,,342,84,5348,9.8,.454,.017,.262,7.4,18.4,12.8,11.5,1.5,2.8,19.0,11.0,-0.1,4.2,4.1,.037,-2.7,0.6,-2.1,-0.1,
Kevin McHale,,971,400,30118,20.0,.605,.013,.369,9.2,16.9,13.2,8.1,0.6,3.2,11.7,22.4,76.0,37.1,113.0,.180,2.4,0.1,2.5,34.3,
Jim McIlvaine,,401,214,5927,10.0,.475,.011,.430,9.4,15.2,12.3,2.6,1.2,8.8,17.0,10.4,0.5,9.0,9.4,.076,-4.6,2.4,-2.2,-0.3,
Jeff McInnis,,576,334,15927,12.6,.493,.183,.176,1.8,6.7,4.2,26.3,1.2,0.1,12.6,18.0,17.4,5.6,23.1,.070,-0.8,-1.3,-2.1,-0.3,
Kevin McKenna,,243,26,3460,10.5,.499,.233,.224,3.3,7.0,5.1,13.7,2.5,0.4,13.4,18.1,0.8,3.2,4.0,.056,-2.6,0.4,-2.2,-0.2,
Stan McKenzie,,396,,7479,13.2,.520,,.440,2.9,12.3,6.3,11.1,1.2,0.0,,,11.1,3.4,14.5,.093,-4.7,-0.5,-5.2,-0.1,
Derrick McKey,,937,639,27229,13.9,.551,.080,.358,6.5,12.3,9.4,12.4,2.0,1.5,15.5,17.5,31.3,30.6,61.8,.109,0.1,0.9,1.0,20.4,
Aaron McKie,,793,287,19156,12.8,.514,.214,.236,2.9,12.7,7.8,18.2,2.5,0.7,15.6,15.9,13.8,26.2,40.0,.100,-1.1,1.7,0.7,12.9,
Billy McKinney,,476,65,9189,13.7,.541,.015,.275,1.5,6.3,3.9,23.3,1.7,0.2,15.3,17.5,11.9,3.7,15.6,.082,-0.3,-0.9,-1.2,1.7,
Bones McKinney,,318,,1083,9.5,.350,,.258,,,,,,,,,1.5,13.9,15.4,.001,,,,,
Alfonzo McKinnie,,182,9,2113,10.4,.544,.420,.176,8.1,15.1,11.7,3.6,1.2,1.1,9.7,14.9,1.4,1.8,3.1,.071,-2.9,-1.3,-4.2,-1.2,
Jordan McLaughlin,,288,7,4048,13.5,.555,.475,.170,2.4,8.9,5.6,26.7,2.7,0.7,15.1,13.0,5.6,4.0,9.6,.114,-0.8,0.9,0.1,2.2,
Ben McLemore,,556,268,12534,9.8,.543,.560,.183,2.0,9.3,5.6,6.9,1.4,0.7,11.6,18.1,3.4,5.6,9.0,.035,-1.9,-1.1,-3.1,-3.4,
McCoy McLemore,,580,,12221,12.2,.454,,.324,,,12.3,8.3,,,,,-0.6,10.1,9.5,.037,,,,,
Jack McMahon,,524,,14228,9.6,.386,,.330,,,,,,,,,-7.1,13.3,6.2,.021,,,,,
Nate McMillan,,796,373,20462,14.5,.508,.210,.286,5.1,13.2,9.1,30.8,3.7,1.2,24.2,12.5,19.2,31.1,50.2,.118,0.3,2.9,3.3,27.2,
Tom McMillen,,729,54,14770,12.2,.528,.005,.265,7.0,14.6,10.8,7.8,0.6,0.7,12.8,17.9,13.9,13.3,27.2,.088,-1.2,-0.9,-2.0,-0.1,
Jim McMillian,,631,,20227,13.9,.525,,.230,5.4,11.0,8.0,10.2,1.5,0.3,13.6,14.9,29.1,16.9,46.0,.109,0.9,-0.4,0.4,7.7,
Mark McNamara,,278,25,2707,10.8,.537,.000,.661,14.4,19.2,16.9,3.7,0.6,0.8,19.6,16.9,0.7,2.0,2.8,.049,-2.6,-2.2,-4.7,-2.0,
Larry McNeill,,297,,5094,16.7,.537,,.460,9.7,19.7,14.6,6.6,1.6,0.8,13.4,21.4,7.9,5.6,13.4,.127,-0.2,-0.7,-0.9,1.5,
Jordan McRae,,123,9,1696,13.2,.519,.323,.285,2.2,12.6,7.3,14.9,1.3,1.5,9.6,22.7,0.8,0.9,1.7,.048,-0.8,-1.3,-2.1,0.0,
Josh McRoberts,,433,179,8271,13.2,.539,.292,.222,6.4,16.5,11.4,16.8,1.4,1.8,15.0,13.9,9.1,9.3,18.5,.107,-0.7,1.0,0.3,4.7,
Stanislav Medvedenko,,263,58,3340,13.3,.484,.010,.214,11.2,13.9,12.5,6.9,1.4,0.9,10.0,21.4,3.0,3.1,6.0,.086,-2.4,-1.6,-4.0,-1.7,
