name,pos,games,games_started,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,tpl_dbl,awards
Jae'Sean Tate,,296,153,6395,967,1960,.493,175,566,.309,792,1394,.568,.538,340,486,.700,419,807,1226,595,246,106,343,833,2449,0,
Jayson Tatum,,585,585,20185,4789,10429,.459,1546,4181,.370,3243,6248,.519,.533,2660,3167,.840,512,3781,4293,2243,639,384,1389,1232,13784,4,
Brian Taylor,,601,40,19149,3190,6468,.493,211,593,.356,2979,5875,.507,.510,1277,1637,.780,616,992,1608,2478,1106,152,1034,1696,7868,0,
Fatty Taylor,,640,,17706,1963,4481,.438,29,141,.206,1934,4340,.446,.441,1143,1692,.676,1009,1515,2524,2563,935,56,1516,2003,5098,0,
Jeff Taylor,,56,5,818,70,170,.412,0,1,.000,70,169,.414,.412,39,56,.696,26,56,82,113,42,16,68,86,179,0,
Maurice Taylor,,534,227,13324,2471,5298,.466,5,33,.152,2466,5265,.468,.467,942,1324,.711,791,1661,2452,623,246,259,973,1603,5889,0,
Terry Teagle,,687,193,14509,3295,7090,.465,30,143,.210,3265,6947,.470,.467,1362,1719,.792,726,1077,1803,956,517,127,1005,1532,7982,0,
Jeff Teague,,826,600,22164,3548,7984,.444,708,1968,.360,2840,6016,.472,.489,2257,2673,.844,274,1715,1989,4585,936,277,1803,1542,10061,0,
Marquis Teague,,91,3,909,85,248,.343,10,45,.222,75,203,.369,.363,37,56,.661,5,85,90,134,23,12,77,98,217,0,
Mirza Teletović,,324,14,5765,927,2285,.406,541,1460,.371,386,825,.468,.524,241,319,.755,189,853,1042,273,104,82,255,552,2636,0,
Sebastian Telfair,,564,193,12149,1542,3953,.390,361,1133,.319,1181,2820,.419,.436,738,950,.777,151,747,898,1960,413,75,859,1196,4183,0,
Garrett Temple,,771,289,15461,1635,4090,.400,720,2105,.342,915,1985,.461,.488,592,795,.745,318,1393,1711,1260,610,241,668,1364,4582,0,
Chuck Terry,,341,,5049,563,1345,.419,10,31,.323,553,1314,.421,.422,162,209,.775,233,440,818,262,151,24,91,641,1298,0,
Claude Terry,,349,,4303,779,1663,.468,47,139,.338,732,1524,.480,.483,329,419,.785,185,314,499,457,135,11,310,435,1934,0,
Jason Terry,,1410,679,42034,6914,15585,.444,2282,6010,.380,4632,9575,.484,.517,2771,3278,.845,502,2772,3274,5415,1603,275,2415,2577,18881,1,
Hasheem Thabeet,,224,20,2357,182,321,.567,0,0,,182,321,.567,.567,119,206,.578,203,392,595,27,59,184,123,453,483,0,
Tom Thacker,,314,1,3641,423,1174,.360,10,44,.227,413,1130,.365,.365,164,323,.508,129,171,822,466,,,149,611,1020,0,
Daniel Theis,,411,160,7733,1154,2148,.537,195,599,.326,959,1549,.619,.583,401,552,.726,605,1334,1939,514,190,339,325,1019,2904,0,
Reggie Theus,,1026,907,34603,7057,14973,.471,238,945,.252,6819,14028,.486,.479,4663,5644,.826,1182,2167,3349,6453,1206,236,3493,3008,19015,2,
Justus Thigpen,,22,,159,29,79,.367,0,0,,29,79,.367,.367,1,3,.333,5,4,18,12,0,0,1,32,59,0,
David Thirdkill,,179,5,1469,189,414,.457,1,11,.091,188,403,.467,.458,131,232,.565,79,130,209,84,47,13,105,226,510,0,
Carl Thomas,,63,0,534,70,176,.398,23,73,.315,47,103,.456,.463,18,28,.643,13,47,60,28,24,8,25,49,181,0,
Etan Thomas,,409,74,7084,890,1734,.513,0,0,,890,1734,.513,.513,561,930,.603,677,1250,1927,149,128,427,385,889,2341,0,
Isaiah Thomas,,556,362,15582,3170,7301,.434,1044,2880,.363,2126,4421,.481,.506,2339,2682,.872,284,1037,1321,2641,472,61,1242,1146,9723,1,
Isiah Thomas,,979,971,35516,7194,15904,.452,398,1373,.290,6796,14531,.468,.465,4036,5316,.759,951,2527,3478,9061,1861,249,3682,2971,18822,5,
Jim Thomas,,161,67,3361,541,1148,.471,9,53,.170,532,1095,.486,.475,264,346,.763,136,282,418,377,142,12,210,322,1355,0,
John Thomas,,208,27,2253,223,444,.502,0,2,.000,223,442,.505,.502,114,193,.591,199,233,432,60,69,50,107,384,560,0,
Kenny Thomas,,632,406,17306,2309,4966,.465,59,242,.244,2250,4724,.476,.471,1199,1715,.699,1447,2894,4341,975,527,276,1054,1581,5876,1,
Kurt Thomas,,1110,650,27160,3836,7894,.486,9,32,.281,3827,7862,.487,.487,1292,1701,.760,1922,5406,7328,1204,724,841,1241,3579,8973,0,
Lance Thomas,,399,128,7323,748,1796,.416,165,433,.381,583,1363,.428,.462,389,487,.799,293,728,1021,266,148,55,266,683,2050,0,
Tim Thomas,,824,408,21336,3458,7922,.437,962,2609,.369,2496,5313,.470,.497,1576,2079,.758,807,2572,3379,1272,609,300,1217,2261,9454,0,
Tyrus Thomas,,402,129,7932,1147,2620,.438,8,34,.235,1139,2586,.440,.439,791,1080,.732,550,1388,1938,347,328,525,527,989,3093,0,
Bernard Thompson,,204,29,2935,410,934,.439,0,17,.000,410,917,.447,.439,258,327,.789,164,188,352,266,127,27,181,391,1078,0,
Billy Thompson,,300,149,6697,1074,2128,.505,2,13,.154,1072,2115,.507,.505,416,617,.674,670,945,1615,514,158,272,529,817,2566,0,
David Thompson,,592,151,19406,5020,9932,.505,26,102,.255,4994,9830,.508,.507,3356,4297,.781,965,1481,2446,1939,595,509,1379,1569,13422,0,
George Thompson,,437,,14031,2954,6349,.465,101,381,.265,2853,5968,.478,.473,2105,2762,.762,569,888,1457,1561,183,30,954,1210,8114,0,
Jason Thompson,,588,412,14819,2112,4255,.496,6,42,.143,2106,4213,.500,.497,980,1492,.657,1264,2616,3880,635,283,414,747,1751,5210,0,
Klay Thompson,,865,814,27809,6155,13659,.451,2697,6563,.411,3458,7096,.487,.549,1529,1778,.860,406,2635,3041,1988,726,443,1424,1705,16536,0,
LaSalle Thompson,,985,516,21238,3136,6376,.492,4,26,.154,3132,6350,.493,.492,1530,2075,.737,2123,4566,6689,1139,741,972,1646,3143,7806,0,
Mychal Thompson,,935,454,27764,5191,10306,.504,1,12,.083,5190,10294,.504,.504,2427,3707,.655,2229,4722,6951,2141,701,1073,2104,2692,12810,2,
Tristan Thompson,,819,478,20433,2758,5308,.520,10,42,.238,2748,5266,.522,.521,1296,2189,.592,2509,3919,6428,800,378,526,868,1750,6822,0,
Rod Thorn,,466,,10376,1939,4479,.433,,,,,,,,1134,1569,.723,,,1463,1214,,,,784,5012,0,
Bob Thornton,,283,30,3386,320,720,.444,2,9,.222,318,711,.447,.446,202,362,.558,267,445,712,99,74,35,210,578,844,0,
Marcus Thornton,,483,135,11299,2124,5003,.425,735,2051,.358,1389,2952,.471,.498,767,924,.830,407,941,1348,677,405,61,491,739,5750,0,
Otis Thorpe,,1257,989,39822,6872,12593,.546,3,64,.047,6869,12529,.548,.546,3853,5612,.687,3446,6924,10370,2730,840,501,2774,4146,17600,3,
Sedale Threatt,,951,304,22436,3914,8075,.485,188,642,.293,3726,7433,.501,.496,1311,1608,.815,371,1338,1709,3613,1138,136,1296,2178,9327,0,
Nate Thurmond,,964,9,35881,5521,13105,.421,,,,,,,,3395,5089,.667,744,1827,14464,2575,125,553,,2624,14437,4,
Matisse Thybulle,,347,124,7269,642,1466,.438,299,871,.343,343,595,.576,.540,115,174,.661,200,510,710,388,543,279,199,646,1698,0,
Xavier Tillman Sr.,,260,60,4171,587,1153,.509,61,242,.252,526,911,.577,.536,154,267,.577,341,637,978,317,213,126,171,369,1389,0,
Jamaal Tinsley,,547,404,14443,1759,4481,.393,397,1326,.299,1362,3155,.432,.437,737,1029,.716,345,1260,1605,3330,776,155,1375,1306,4652,2,
Wayman Tisdale,,840,534,23868,5338,10575,.505,0,21,.000,5338,10554,.506,.505,2202,2897,.760,1617,3500,5117,1077,464,500,1407,2801,12878,0,
Ray Tolbert,,261,2,2789,396,800,.495,0,6,.000,396,794,.499,.495,136,250,.544,221,388,609,135,71,101,210,418,928,0,
Tom Tolbert,,312,120,5680,757,1647,.460,29,98,.296,728,1549,.470,.468,487,680,.716,406,845,1251,285,116,109,347,741,2030,0,
Anthony Tolliver,,730,105,14197,1466,3538,.414,865,2320,.373,601,1218,.493,.537,654,848,.771,545,1871,2416,650,272,215,462,1171,4451,0,
Rudy Tomjanovich,,768,,25714,5630,11240,.501,34,130,.262,5596,11110,.504,.502,2089,2666,.784,1173,2783,6198,1573,374,175,332,1937,13383,0,
Andrew Toney,,468,303,12608,2859,5718,.500,138,403,.342,2721,5315,.512,.512,1602,2010,.797,235,774,1009,1965,369,105,1394,1341,7458,1,
Sedric Toney,,112,9,1410,139,381,.365,31,91,.341,108,290,.372,.406,100,128,.781,22,76,98,235,48,1,114,159,409,0,
Andy Toolson,,60,15,523,58,146,.397,15,44,.341,43,102,.422,.449,28,37,.757,32,41,73,32,14,2,26,70,159,0,
Obi Toppin,,362,47,6238,1191,2279,.523,375,1055,.355,816,1224,.667,.605,317,411,.771,265,966,1231,428,158,131,254,476,3074,0,
Gene Tormohlen,,271,,3223,515,1253,.411,,,,,,,,161,278,.579,,,1122,257,,,,551,1191,0,
Juan Toscano-Anderson,,202,37,3126,332,662,.502,82,249,.329,250,413,.605,.563,84,130,.646,98,503,601,372,119,59,181,347,830,0,
Axel Toupane,,33,1,413,34,90,.378,15,46,.326,19,44,.432,.461,18,24,.750,8,30,38,19,10,10,6,52,101,0,
Karl-Anthony Towns,,645,645,21972,5460,10424,.524,1117,2790,.400,4343,7634,.569,.577,2843,3395,.837,1802,5334,7136,2037,523,771,1745,2197,14880,3,
George Trapp,,379,,6863,1417,3188,.444,,,,,,,,519,690,.752,251,577,1466,375,117,71,,1034,3353,0,
John Trapp,,303,11,5237,900,2142,.420,0,2,.000,900,2140,.421,.420,393,548,.717,27,45,1320,303,16,6,25,931,2193,0,
Robert Traylor,,438,73,6243,841,1774,.474,4,24,.167,837,1750,.478,.475,399,691,.577,671,969,1640,312,280,306,400,1079,2085,0,
Gary Trent,,506,130,9866,1792,3580,.501,4,50,.080,1788,3530,.507,.501,778,1210,.643,842,1434,2276,504,223,174,599,1096,4366,0,
Gary Trent Jr.,,415,210,11698,2031,4801,.423,1015,2599,.391,1016,2202,.461,.529,621,755,.823,154,829,983,599,480,75,285,652,5698,0,
John Tresvant,,559,,12296,1920,4256,.451,,,,,,,,1278,1843,.693,,,3546,806,,,,1754,5118,0,
Kelly Tripucka,,707,575,20959,4434,9380,.473,168,465,.361,4266,8915,.479,.482,3106,3660,.849,937,1766,2703,2090,678,137,1697,1634,12142,0,
Jake Tsakalidis,,315,168,5005,580,1184,.490,0,1,.000,580,1183,.490,.490,337,513,.657,436,802,1238,101,73,223,268,689,1497,0,
Al Tucker,,352,,7478,1439,3157,.456,33,89,.371,1406,3068,.458,.461,630,866,.727,110,347,1740,342,,,154,812,3541,0,
P.J. Tucker,,886,667,24993,2131,5018,.425,880,2404,.366,1251,2614,.479,.512,721,961,.750,1304,3474,4778,1225,943,263,816,2152,5863,0,
Trent Tucker,,756,207,15671,2594,5632,.461,575,1410,.408,2019,4222,.478,.512,473,627,.754,512,1008,1520,1532,679,88,593,1594,6236,0,
Ronny Turiaf,,473,105,8020,856,1607,.533,0,7,.000,856,1600,.535,.533,497,782,.636,520,1237,1757,618,181,593,358,1116,2209,0,
Hedo Türkoğlu,,997,571,26695,3851,9034,.426,1246,3246,.384,2605,5788,.450,.495,2074,2645,.784,647,3324,3971,2832,750,299,1578,2403,11022,3,
Andre Turner,,170,4,2523,307,727,.422,14,59,.237,293,668,.439,.432,139,182,.764,62,201,263,535,137,3,212,205,767,0,
Bill Turner,,294,,4060,603,1481,.407,,,,,,,,391,537,.728,,,1039,167,,,,605,1597,0,
Elston Turner,,505,97,9006,1049,2429,.432,7,46,.152,1042,2383,.437,.433,292,409,.714,556,819,1375,914,442,27,455,910,2397,0,
Evan Turner,,705,295,18938,2748,6331,.434,270,917,.294,2478,5414,.458,.455,1058,1353,.782,388,2890,3278,2462,532,184,1267,1380,6824,5,
Henry Turner,,66,1,464,81,179,.453,2,8,.250,79,171,.462,.458,60,100,.600,39,39,78,29,25,8,38,60,224,0,
Jeff Turner,,612,235,11244,1543,3304,.467,73,212,.344,1470,3092,.475,.478,538,700,.769,621,1415,2036,635,215,85,687,1758,3697,0,
Myles Turner,,642,609,18454,3336,6683,.499,756,2088,.362,2580,4595,.561,.556,1603,2078,.771,906,3443,4349,813,440,1412,909,1881,9031,0,
Melvin Turpin,,361,127,6871,1297,2513,.516,1,9,.111,1296,2504,.518,.516,476,613,.777,575,1080,1655,183,155,348,431,853,3071,0,
Dave Twardzik,,536,,13241,1654,3136,.527,13,53,.245,1641,3083,.532,.529,1656,2018,.821,421,865,1286,1823,650,46,1015,1468,4977,0,
Jack Twyman,,823,,26147,6237,13873,.450,,,,,,,,3366,4325,.778,,,5424,1861,,,,2782,15840,1,
Terry Tyler,,871,255,21740,3831,7915,.484,10,82,.122,3821,7833,.488,.485,1196,1702,.703,1609,3066,4675,1039,801,1342,1140,1937,8868,0,
Charlie Tyra,,348,,7811,1213,3131,.387,,,,,,,,665,990,.672,,,2567,315,,,,987,3091,0,
Ekpe Udoh,,384,56,5694,519,1145,.453,0,4,.000,519,1141,.455,.453,315,439,.718,456,644,1100,260,177,429,222,714,1353,0,
Ime Udoka,,316,80,5711,614,1471,.417,218,612,.356,396,859,.461,.492,189,268,.705,219,707,926,308,208,54,221,528,1635,0,
Beno Udrih,,831,272,18185,2740,5922,.463,465,1334,.349,2275,4588,.496,.502,1007,1209,.833,308,1404,1712,2858,576,71,1179,1275,6952,1,
Wes Unseld,,984,164,35832,4369,8586,.509,3,6,.500,4366,8580,.509,.509,1883,2976,.633,2085,4974,13769,3822,628,367,579,2762,10624,7,
Jonas Valančiūnas,,937,848,23558,4896,8739,.560,238,698,.341,4658,8041,.579,.574,2249,2833,.794,2554,6169,8723,1301,379,868,1531,2626,12279,1,
Darnell Valentine,,620,345,14395,1993,4560,.437,41,157,.261,1952,4403,.443,.442,1373,1744,.787,351,967,1318,3080,910,58,1240,1358,5400,0,
Denzel Valentine,,256,45,4817,680,1728,.394,361,1004,.360,319,724,.441,.498,74,94,.787,101,756,857,466,159,31,228,412,1795,0,
Dick Van Arsdale,,921,,31771,5413,11661,.464,,,,,,,,4253,5385,.790,188,476,3807,3057,264,44,,2575,15079,0,
Tom Van Arsdale,,929,114,28682,5505,12763,.431,,,,,,,,3222,4226,.762,247,794,3942,2085,230,16,,2922,14232,0,
Nick Van Exel,,880,670,28969,4636,11458,.405,1528,4278,.357,3108,7180,.433,.471,1858,2341,.794,375,2170,2545,5777,726,92,1850,1380,12658,0,
Keith Van Horn,,575,463,18150,3396,7659,.443,597,1655,.361,2799,6004,.466,.482,1817,2177,.835,1122,2787,3909,900,472,295,1262,1736,9206,0,
Norm Van Lier,,746,,26171,3313,8003,.414,,,,,,,,2144,2749,.780,540,1269,3596,5217,767,71,249,2661,8770,16,
Fred VanVleet,,550,401,17193,2763,6885,.401,1386,3731,.371,1377,3154,.437,.502,1292,1498,.862,239,1645,1884,3121,757,253,910,1205,8204,2,
Gene Vance,,175,,118,548,1739,.315,,,,,,,,349,508,.687,,,109,403,,,,671,1445,0,
Jarred Vanderbilt,,309,170,6175,734,1310,.560,49,170,.288,685,1140,.601,.579,291,456,.638,622,1304,1926,436,326,130,295,618,1808,0,
Ernie Vandeweghe,,224,,3600,818,1942,.421,,,,,,,,499,674,.740,,,834,548,,,,753,2135,0,
Kiki Vandeweghe,,810,548,24521,6139,11699,.525,218,592,.368,5921,11107,.533,.534,3484,3997,.872,893,1892,2785,1668,468,243,1310,1560,15980,0,
Anderson Varejão,,632,209,15087,1808,3550,.509,1,43,.023,1807,3507,.515,.509,957,1518,.630,1511,3020,4531,737,537,407,593,1633,4574,0,
Greivis Vásquez,,401,157,9520,1378,3297,.418,412,1180,.349,966,2117,.456,.480,423,518,.817,125,896,1021,1935,236,34,753,767,3591,1,
Devin Vassell,,303,186,8402,1602,3607,.444,616,1671,.369,986,1936,.509,.530,460,571,.806,137,1007,1144,788,319,132,333,470,4280,0,
Chico Vaughn,,491,,12609,2137,5457,.392,306,1015,.301,1831,4442,.412,.420,1242,1684,.738,61,132,1224,1024,,,344,1146,5822,0,
Jacque Vaughn,,776,123,12658,1300,3028,.429,95,270,.352,1205,2758,.437,.445,768,986,.779,148,880,1028,1919,403,15,792,1267,3463,0,
Loy Vaught,,689,354,16993,3061,6074,.504,21,86,.244,3040,5988,.508,.506,841,1172,.718,1482,3399,4881,652,510,228,822,1624,6984,0,
Bob Verga,,342,,10754,2614,5964,.438,127,429,.296,2487,5535,.449,.449,1563,2086,.749,576,622,1336,1004,12,0,991,1004,6918,0,
Pete Verhoeven,,282,27,3220,432,856,.505,1,4,.250,431,852,.506,.505,135,196,.689,272,369,641,152,128,67,166,622,1000,0,
Charlie Villanueva,,656,163,13578,2652,6097,.435,716,2101,.341,1936,3996,.484,.494,788,1021,.772,795,2224,3019,549,329,349,650,1453,6808,0,
Gabe Vincent,,278,79,5831,721,1819,.396,400,1186,.337,321,633,.507,.506,148,178,.831,83,350,433,569,210,32,271,568,1990,0,
Jay Vincent,,576,225,15556,3490,7367,.474,4,27,.148,3486,7340,.475,.474,1745,2226,.784,979,2188,3167,1124,413,172,1099,1621,8729,0,
Sam Vincent,,396,168,7527,1163,2591,.449,16,88,.182,1147,2503,.458,.452,764,885,.863,158,661,819,1543,268,60,655,598,3106,1,
Fred Vinson,,13,0,67,6,24,.250,3,13,.231,3,11,.273,.313,2,3,.667,0,1,1,1,3,0,6,6,17,0,
Noah Vonleh,,362,172,5854,651,1417,.459,93,303,.307,558,1114,.501,.492,290,419,.692,488,1302,1790,264,139,144,278,645,1685,0,
Jake Voskuhl,,450,93,6443,673,1381,.487,1,3,.333,672,1378,.488,.488,467,654,.714,562,977,1539,237,148,166,340,1166,1814,0,
Danny Vranes,,510,246,10624,1056,2131,.496,2,19,.105,1054,2112,.499,.496,499,875,.570,763,1235,1998,594,333,270,519,1368,2613,0,
Stojko Vranković,,170,73,2050,197,413,.477,0,0,,197,413,.477,.477,79,132,.598,155,361,516,59,22,179,132,318,473,0,
Nikola Vučević,,972,908,30503,7130,14333,.497,898,2577,.348,6232,11756,.530,.529,1561,2026,.770,2434,7736,10170,2812,821,844,1670,2357,16719,6,
Sasha Vujačić,,581,58,8908,1075,2757,.390,533,1451,.367,542,1306,.415,.487,411,479,.858,205,888,1093,748,336,34,328,880,3094,0,
Jan van Breda Kolff,,598,0,13772,1310,2953,.444,11,39,.282,1299,2914,.446,.445,1065,1297,.821,765,1807,2572,1178,476,468,772,1553,3696,0,
Dean Wade,,283,122,5514,523,1221,.428,335,910,.368,188,311,.605,.566,101,149,.678,180,821,1001,284,176,98,108,457,1482,0,
Dwyane Wade,,1054,909,35773,8454,17617,.480,549,1874,.293,7905,15743,.502,.495,5708,7463,.765,1258,3675,4933,5701,1620,885,3326,2328,23165,5,
Von Wafer,,200,14,2475,390,928,.420,102,314,.325,288,614,.469,.475,172,229,.751,38,196,234,146,73,19,128,155,1054,0,
Dajuan Wagner,,103,28,2202,354,967,.366,92,287,.321,262,680,.385,.414,164,213,.770,29,113,142,195,69,14,136,212,964,0,
Moritz Wagner,,363,57,6051,1187,2259,.525,260,802,.324,927,1457,.636,.583,694,860,.807,368,1068,1436,439,185,109,418,791,3328,0,
Dion Waiters,,419,211,11835,2106,5110,.412,575,1660,.346,1531,3450,.444,.468,718,1034,.694,166,942,1108,1163,391,113,761,813,5505,0,
Granville Waiters,,249,39,2547,270,589,.458,0,5,.000,270,584,.462,.458,66,118,.559,183,357,540,121,56,185,153,410,606,0,
Neal Walk,,568,,13832,2928,6386,.459,,,,,,,,1301,1717,.758,429,1163,4392,1214,140,105,,1788,7157,0,
Antoine Walker,,893,707,31531,6085,14710,.414,1386,4264,.325,4699,10446,.450,.461,2091,3303,.633,1894,4997,6891,3170,1085,469,2504,2516,15647,15,
Chet Walker,,1032,,33433,6876,14628,.470,,,,,,,,5079,6384,.796,245,593,7314,2126,117,10,,2727,18831,0,
Darrell Walker,,720,356,18601,2469,5682,.435,6,102,.059,2463,5580,.441,.435,1445,2027,.713,1057,2077,3134,3276,1090,225,1461,1827,6389,15,
Foots Walker,,658,82,15036,1538,3537,.435,10,44,.227,1528,3493,.437,.436,1113,1460,.762,459,1227,1686,3111,992,83,792,1414,4199,2,
Henry Walker,,181,35,3016,386,865,.446,190,515,.369,196,350,.560,.556,117,154,.760,55,346,401,153,93,27,142,375,1079,0,
Jimmy Walker,,698,,23590,4624,10039,.461,,,,,,,,2407,2903,.829,139,481,1860,2429,253,36,,1735,11655,0,
Kemba Walker,,750,697,24810,4999,11954,.418,1670,4642,.360,3329,7312,.455,.488,2818,3354,.840,418,2413,2831,3938,923,282,1574,1111,14486,3,
Kenny Walker,,448,160,9050,1240,2556,.485,7,34,.206,1233,2522,.489,.487,641,856,.749,742,1051,1793,299,235,299,351,1184,3128,0,
Lonnie Walker IV,,342,95,7025,1268,3007,.422,497,1396,.356,771,1611,.479,.504,385,484,.795,88,703,791,518,184,93,306,453,3418,0,
Samaki Walker,,445,143,7612,936,2026,.462,1,9,.111,935,2017,.464,.462,503,798,.630,627,1462,2089,252,134,316,403,895,2376,0,
Wally Walker,,565,147,10168,1720,3685,.467,3,15,.200,1717,3670,.468,.467,525,817,.643,638,1121,1759,844,216,111,598,1109,3968,0,
John Wall,,647,604,22588,4373,10171,.430,651,2021,.322,3722,8150,.457,.462,2691,3468,.776,361,2343,2704,5735,1045,439,2412,1394,12088,8,
Ben Wallace,,1088,912,32085,2569,5421,.474,7,51,.137,2562,5370,.477,.475,1109,2679,.414,3444,7038,10482,1437,1369,2137,1061,2078,6254,2,
Gerald Wallace,,832,611,24731,3516,7492,.469,407,1303,.312,3109,6189,.502,.496,2494,3517,.709,1145,3693,4838,1725,1200,681,1486,1829,9933,0,
John Wallace,,381,45,6143,1152,2496,.462,15,50,.300,1137,2446,.465,.465,582,786,.740,328,733,1061,281,134,216,470,706,2901,0,
Rasheed Wallace,,1109,956,36243,6320,13529,.467,1086,3228,.336,5234,10301,.508,.507,2280,3162,.721,1578,5826,7404,1994,1090,1460,1693,3259,16006,0,
Tyrone Wallace,,112,19,1714,223,528,.422,17,82,.207,206,446,.462,.438,103,157,.656,44,192,236,127,58,22,94,192,566,0,
Rex Walters,,335,67,4602,572,1296,.441,187,518,.361,385,778,.495,.514,216,267,.809,81,322,403,569,129,30,291,439,1547,0,
Paul Walther,,370,,7258,968,2671,.362,,,,,,,,902,1274,.708,,,1168,974,,,,1069,2838,0,
Bill Walton,,468,117,13250,2552,4900,.521,0,4,.000,2552,4896,.521,.521,1111,1683,.660,1103,3820,4923,1590,380,1034,865,1298,6215,5,
Derrick Walton,,45,4,503,32,90,.356,20,54,.370,12,36,.333,.467,17,19,.895,6,36,42,64,21,7,18,36,101,0,
Lloyd Walton,,341,,5387,599,1319,.454,1,4,.250,598,1315,.455,.455,243,342,.711,121,249,370,1243,264,28,422,362,1442,0,
Luke Walton,,564,138,9685,1050,2449,.429,182,558,.326,868,1891,.459,.466,367,513,.715,481,1107,1588,1317,313,102,597,810,2649,0,
Bobby Wanzer,,569,,12128,2268,5768,.393,,,,,,,,2388,2976,.802,,,1979,1830,,,,1275,6924,0,
Charlie Ward,,630,285,14080,1400,3428,.408,639,1754,.364,761,1674,.455,.502,508,659,.771,242,1406,1648,2539,776,128,1038,1276,3947,0,
Ben Warley,,436,,8304,1267,3032,.418,98,345,.284,1169,2687,.435,.434,1054,1403,.751,77,227,2436,356,,,250,1292,3686,0,
Bob Warlick,,186,,3171,608,1518,.401,0,1,.000,608,1517,.401,.401,257,426,.603,51,63,566,387,,,57,368,1473,0,
Cornell Warner,,445,,10508,1190,2630,.452,,,,,,,,480,714,.672,588,1412,3353,494,132,144,,1225,2860,0,
Bob Warren,,486,,9908,1527,3471,.440,96,367,.262,1431,3104,.461,.454,1197,1494,.801,688,858,1546,898,65,28,832,1123,4347,0,
John Warren,,303,,4931,754,1754,.430,,,,,,,,306,370,.827,42,86,687,564,27,6,,606,1814,0,
T.J. Warren,,385,236,10365,2274,4502,.505,271,772,.351,2003,3730,.537,.535,678,869,.780,480,1035,1515,446,353,181,365,867,5497,0,
Hakim Warrick,,526,108,10624,1776,3627,.490,21,110,.191,1755,3517,.499,.493,1374,1892,.726,692,1425,2117,400,218,154,624,969,4947,0,
Duane Washington,,19,0,184,18,47,.383,2,4,.500,16,43,.372,.404,16,20,.800,5,19,24,39,13,0,11,25,54,0,
Jim Washington,,774,81,22668,3253,7238,.449,,,,,,,,1662,2358,.705,318,808,6637,1105,83,100,,2280,8168,0,
Kermit Washington,,507,5,12815,1778,3382,.526,0,4,.000,1778,3378,.526,.526,1110,1691,.656,1522,2710,4232,695,403,550,629,1630,4666,0,
P.J. Washington,,390,320,11917,1909,4261,.448,680,1901,.358,1229,2360,.521,.528,623,879,.709,473,1809,2282,878,378,382,627,974,5121,0,
Richard Washington,,351,2,7874,1472,3249,.453,1,4,.250,1471,3245,.453,.453,511,719,.711,685,1519,2204,409,224,277,433,1179,3456,0,
Trooper Washington,,426,,13235,1885,3546,.532,6,18,.333,1879,3528,.533,.532,723,1176,.615,1631,2640,4271,1027,,,1056,1430,4499,0,
Yuta Watanabe,,213,9,2839,320,751,.426,153,413,.370,167,338,.494,.528,102,151,.675,106,391,497,137,83,61,87,234,895,0,
Darryl Watkins,,14,0,169,12,29,.414,0,0,,12,29,.414,.414,11,23,.478,13,26,39,3,7,6,15,22,35,0,
C.J. Watson,,600,104,12093,1516,3617,.419,471,1263,.373,1045,2354,.444,.484,841,1036,.812,218,938,1156,1485,559,67,650,894,4344,0,
Earl Watson,,878,227,19494,2112,5139,.411,502,1551,.324,1610,3588,.449,.460,867,1233,.703,462,1523,1985,3871,873,176,1548,1755,5593,1,
Jamie Watson,,102,7,1248,126,269,.468,12,38,.316,114,231,.494,.491,59,85,.694,39,110,149,117,65,17,93,151,323,0,
Slick Watts,,437,82,11513,1602,3876,.413,,,,,,,,697,1168,.597,455,943,1398,2678,961,111,239,1314,3901,4,
